Serial No.,College Name,Scholarship Info
388,Avantika University,
389,Dayananda Sagar University - [DSU],"I pay 3lakhs per year, i got admission through a scholarship test named DSAT, For management it is around 4lakhs per year.. And you can get admission to the college by these entrance exams to KCET Nor COMEDK fee structure for kcet is 1,40,000 and Comedk is 3,95,000"
389,Dayananda Sagar University - [DSU],"the fee struture for a university or course varies greatly depending on serval factors such as the categgory of the student , the type of admission mangement quota or merit and the specific year of study . here a the college of merit student 1,17,293 and dsat qouta 3,50,000."
389,Dayananda Sagar University - [DSU],yearly i pay 150000 rupees to the college which icludes 10000 rupees exam feees and 25000 rupees skill development fees and tution fees as 100000 rupees and library fees as 2000 rupees which is little bit heavy for poor people
389,Dayananda Sagar University - [DSU],3 lack per for first year .It got decreased by 3000 for second year total was 297000 .scholarship of 75000 every year From writing dsat exam . And also my friends fees is same even though he came from comedk
389,Dayananda Sagar University - [DSU],Per year I pay 300000 And I came through comedk to this college My batchmates payid 345000 because they came through management seat They joined in Artificial intelligence and robotics and cyber security
390,C. U. Shah University,"General per semester fees is 47,000 but if you have more than 70 percentage in 12 class you get a scholarship of about 10000 of each sem. Mainly all industry of Surendranagar has come in c.u.shah college of pharmacy for placement. Nearly b.pharm graduate has 10 to 15 thousands salary per month."
390,C. U. Shah University,There is a TFW scheme by Gujarat Government and there are few seats in this college (during 2013). There may be other schemes according to the Government of Gujarat.
390,C. U. Shah University,University provides no scholarships . However any Students can apply for the scholarship online provide by State Government and Central Government to support students. So you have to keep checking the government scholarship portals once in a month.
390,C. U. Shah University,Loan facility is not available on this college what is the college provide scholarship to the students who are needy and plus who are meritorious in good at studies. What the students can acquire loan from different Financial Institutions and banks and in acquiring the loans the college may help the student if it is requested to the authorities.
390,C. U. Shah University,I never opted any kind of scholarship because I come from general cast. And I m not coming from economically backward class.
391,Techno Main Salt Lake,"The year wise fee for 2023-27 batch is 5.5 lakhs excluding exam fee , registration fee. You can avail scholarship if you are a resident of W.B. There is also waiver you can apply for only if you are from W.B."
391,Techno Main Salt Lake,Fees isn't increasing yet but this college is so great and faculty is most loving im happy that im here. The lab works equipments and all those are way too good . Faculty are very understanding helpful and do always helps whenever needed. Techno main saltlake even is one of the top engineering college?? I love this college a lot those are planning to take admission here please do come
391,Techno Main Salt Lake,"At the time of admission I gave 85k to college. 80k was the admission fees and 5k was for books, uniform, bag etc. I have to pay around 75k every semester. The total fees for AI-ML is 6.05L for 4 years.The college hasn't mention development fees, lab fees etc. but there will be also some additional charges like Registration fees which is 2700 Rs and examination fees etc. There is also some seats reserved for management quota which coast around 8 - 9L for 4 years of BTech."
391,Techno Main Salt Lake,"When i enrolled for this course my fee was 550,000 and duration was 4yrs.which comes to 137,500annually. If you are having a residential certificate of west bengal there are chances of you getting a scholarship. Yes the fees is increasing with a certain year gap"
391,Techno Main Salt Lake,"College is good, but the study is more and less active, for a general total fee is 6 lakh 25 k for cse, and cse specialisation branch, per semester fee is approx 68k amd admission fee ie 80k. Here you will come with the wbjee exam, if you have west Bengal domicile then your fee will be 1/3 rd. The college campus size is 3 acer, with only 2 small playground, but the seniors are good and supportive"
392,P.P. Savani University,"Currently i studied in P.P.Savani University located Near Bill tech Company. Where there is highest package of 24LPA . And an average package of 7 LPA . And a fees of per semester including exam fees is 53275.Inside campus they provide hostel facility,canteen, library,football court and many more."
392,P.P. Savani University,"Per semester fees are 50000 tution fees and rest 3000 are exam fees which makes yearly fee 1 lakh if you have scholarship you have to pay only exam fees , tution fees are waived off which can benefit a student and it is less than many colleges"
392,P.P. Savani University,"Name of my university is PP Savani University. My college is great not only in terms of infrastructure but in teaching and learning as well. It is formed of red bricks that look beautiful in all seasons. We have a special blue gate that is iconic to our college students. Every student at least once, has taken a picture in front of this gate. Our professors have abundant knowledge of their respective subjects and clear all the doubts that we have regarding any chapter. My university organize the concert every year where all the students and faculties and staff members gather and enjoy the moments and create memories. There are also a lot of opportunities for learning and co-curricular activities for the students. I am proud to be a part of this college. The yearly fees is approx 65000/- in my course i.e., B.Sc Biotechnology Hons. Our professors are great at teaching. They have proper and thorough knowledge of their discipline and impart the same to us."
392,P.P. Savani University,The year wise fees is 96000 or will be paying Tution fees is 96000 and registration fees is 20000 There is ni fees compensation for sc st and obc regarding fees Yay there is same this regarding to my classmates also
392,P.P. Savani University,"The of b tech course is 98000 rupees but there take 30000 for registration fees and kit fees . For per semester it is 49000. And there is examination fees which is 6500 per semester. If anyone fail so he or she give again this fees for re exam. There are only few scholarship programs such as meritorious in academic in college, chief minister shiksha yojana etc. there is fees relief for OBC , sc ,st students. The fees is same for management quto or vacant quota."
393,VIT University - [VIT- AP],VIT Amaravati has proposed a variety of scholarships for meritorious students. VIT Amaravati believes in encouraging students to strive hard for academic excellence by providing them with various scholarships. VIT Amaravati offers two major scholarships as follows:
393,VIT University - [VIT- AP],"VIT Amaravati offers Merit Scholarships to students at UG & PG levels only. Scholarships at VIT Amaravati will reduce the academic fees paid by the students by 10%, 25%, 50% or 100%."
393,VIT University - [VIT- AP],Table of Content
393,VIT University - [VIT- AP],"VIT Amaravati Merit Scholarships are awarded to meritorious and deserving students on the basis of their academic performance in 10+2 examinations. By availing of Merit Scholarships at VIT Amaravati, students’ academic fees can be reduced by 10%, 25%,50% or 100% depending upon the academic records. A higher level of scholarship is granted to students excelling in curricular and extracurricular activities."
393,VIT University - [VIT- AP],VIT Amaravati Merit Scholarships for UG are granted to students seeking admission to BA and B.Com Programmes at VIT Amaravati. The Merit Scholarship for UG at VIT Amaravati is further categorized into the following scholarships.
394,Usha Martin University - [UMU],The fee structure of bca is in yearly wise is 90000 with including test fee and scholarship for jharkhand students is through e Kalyan portal and some financial supports in our college like finance system and also support loan from HDFC bank.
394,Usha Martin University - [UMU],The Fees Structure for BTech CSE is as below: One time Registration Fees:11000 Training and Development Fees(One time):?5000 Caution Money(Refundable):5000 Tution Fees: ?60000 Examination Fees: ?3000 The Scholarship in UMU is given based on two systems. The First is Domicile Based Scholarship for those whose domicile is Jharkhand. The Second one is based on the grades and percentage of marks scored by the students in 12th Standard. There is also Financial Support provided with the collaboration of a financial firm.
394,Usha Martin University - [UMU],All the course are very affordable and avail at low cost that's why I choose this college.the environment of the college is very good . And the college is very supportive in this . If you are outside from Ranchi you can avail hostel and bus services within Ranchi.
394,Usha Martin University - [UMU],"Here are one year fee structure of our university University name - usha Martin university College name or department name - school of pharmacy Batch - batches 2024 to 2028 Course - batchelor of pharmacy (4 yrs) Tution fee - 144000 Caution fee - 10000 Registration fee - 11000 Training and development fee - 10000 Prospectus fee - 500 Exam fee - 6000 In this university there some scholarship is provided for only student who live jharkhand state so that here maximum student is covered by nearly located student who are residence of jharkhand and some student are also from other states like bihar, up ,orrisa etc My overall experience is best category."
394,Usha Martin University - [UMU],"The yearly course fee is 40,000. If you're far away from college then the bus is a good option. The bus fee of 6 months (1 semester) is 10,000. If you're from Jharkhand then you will get a 10 % discount on your semester fees which is 4000 off. + 3000 examination fees. Above or 80% get a discount on semester fees. Government scholarships like the ekalyan or central scholarship program are available. Students can also take loans at low interest from the college. Different course students get scholarships according to their fees."
395,Sangai International University - [SIU],The college provides following scholarships:The scholarship is provided on the basis of merit.The scholarship is provided based on the percentage of marks.The scholarship is provided on the basis of income to the students.
395,Sangai International University - [SIU],Sangai International University Scholarships are offered to students under the following main categories: Merit-based: Candidates with good academic scores in the previous qualifying exam stand eligible for this scholarship Means-based: Scholarship is provided to financially-weak students (with their annual family income falling within the prescribed limits for eligibility)
395,Sangai International University - [SIU],There are 2 main scholarships provided by the university. One is Merit-based. Students who has performed well in the exams are eligible for this scholarship. The other on is Means-based which is given to students who cannot afford the education and whose parental income is low.
395,Sangai International University - [SIU],"No, I did not get any scholarship. I wasn't eligible for it. So I did not get any scholarship. But for eligible students it was little easy to opt it."
395,Sangai International University - [SIU],"Yes, the Manipur Government and Sangai International University offer a lot of scholarships but only on 2 conditions- the student must have a very high percentage of marks in the exam or the student's family income is low."
396,Pranveer Singh Institute of Technology - [PSIT],The yearly fees of the mba program from Pranveer Singh Institute of Technology is 320600/- The fees has to be submitted for each year and the students those who takes admission through CUET Counseling session they get a scholarship of 55000 yearly
396,Pranveer Singh Institute of Technology - [PSIT],"Total fees 150000 per year A fee of 25,000 is required for sheet confirmation. After the college starts, the remaining first-year fee of 1,25,000 must be submitted. The full second-year fee of 1,50,000 will need to be paid before the second year begins. General Category: Students must pass the entrance exam for admission. Based on their results, a scholarship of approximately 50,000 is available. OBC Category: Students can apply for the scholarship directly with their caste certificate, and the amount is similar to that of the general category (around 50,000). SC/ST Category: Students in this category are eligible for a scholarship of approximately 1,10,000."
396,Pranveer Singh Institute of Technology - [PSIT],The yearwise college fees Tutition fee was 170300 Registration fee was 2000 Admission fee was 10000 Development feee was 0 Lab fee was 0 Some have to pay less fees as they use to get scholarship amount ranging from 20000 tto 60000 by state government. Also some has ews certificate they also pay less amount.
396,Pranveer Singh Institute of Technology - [PSIT],- Per year fees I paid was rs 180300 - Tution fees is approx 120000 - Rest extracurricular and training fees approx 60000 - No scholarship from college but u can apply for UP scholarship programmes. - current fees per year for CS would be 200000 per year apprx
396,Pranveer Singh Institute of Technology - [PSIT],The year wise fees when i took admission was 170300 it remains same throughout the course but we have to pay additional fees around 8000 every year which is university examination fees there are no scholarship provided by college but you can apply for government scholarship schemes. 90 percent of students are taken from JEE mains score and 10 percent reserved for management qouta while there is no difference of fees in both quota
397,Rama University,Rama University is one of the top private institutions that enable students to comprehend their maximum potential. It is dedicated to students' overall growth providing them with a platform to achieve higher goals and aspirations. Rama University Kanpur provides a wide range of Scholarships for the holistic development of its students. The main aim of Rama University Kanpur is to provide financial aid and scholarships to students to cheer them for their future endeavors.
397,Rama University,Various types of Scholarships offered by Rama University Kanpur are as follows:
397,Rama University,Read More:Rama University Kanpur Courses & Fees
397,Rama University,Table of Content
397,Rama University,
398,Birla Institute of Technology - [BIT],The following categories of BIT GP Birla Scholarship/ Assistantship will be available to the students of all campuses during the academic year 2023:
398,Birla Institute of Technology - [BIT],"(A) BIT GP Birla Scholarship Based on Merit 
BIT GP Birla Scholarship will be provided to meritorious students solely based on their academic performance in MO 2022 without any consideration of their family income. A limited number of scholarships are available under this category. The Scholarship Committee will decide the cut-off for this category based on the available fund. Attempts will be made to distribute the scholarship uniformly among various programs and across students of all batches. 

(B) BIT GP Birla Scholarship for B.Tech. and B.Arch. based on AIR in JEE (Main) 
For students in B.Tech. and B.Arch. programs, candidates who have secured prescribed All India Ranks in JEE (Main) are eligible to receive the scholarship under this category."
398,Birla Institute of Technology - [BIT],"(C) BIT GP Birla Scholarship for M.Tech. based on GATE Percentile
For admission to M.Tech. programs, those candidates who have scored 90 percentile or more in GATE are eligible to receive this scholarship in their first semester. However, its continuation in subsequent semesters will be decided by the Scholarship Committee based on the academic performance in the previous semester. 

(D) BIT GP Birla Scholarship for B.Tech. under Immersive Summer Research Experience (ISRE) at Reputed Foreign Universities 
Those students of B.Tech. programs who are selected for the Immersive Summer Research Experience (ISRE) at reputed foreign Universities. This will cover that part of the expenditure that is to be incurred by BIT Mesra. The other parts of the expenditure will be from the BIT Mesra Alumni Association - North America (BITMAA-NA) and the parents of the students concerned. The notice for the Immersive Summer Research Experience (ISRE) at reputed foreign Universities will be issued separately. The processing of the applications under this category will be done by the office of the Dean of Alumni and International Relations. 

(E) BIT GP Birla Assistantship 
BIT GP Birla Assistantship will be provided to the needy meritorious students based on merit cum means. Both the academic performance in MO 2022 and the family
income will be considered for this category. The cut-off for both the academic performance in MO 2022 and the family income will be decided by the Scholarship Committee based on the applications received and the funds available. 

(F) BIT GP Birla Assistantship on Compassionate Grounds 
A very limited number of assistantships may be provided to students on compassionate grounds. A minimum level of academic performance is also required for this category. The Scholarship Committee will decide about the norms applicable for this category considering the applications received and the funds available. 

(G) BIT GP Birla Assistantship for Staff Wards 
BIT GP Birla Assistantship will be provided to the staff wards who are studying in various programs at BIT Mesra including its Off Campuses. The criteria which were followed during the last semester may be adopted for this semester also. However, the Scholarship Committee may alter the criteria depending on the available fund for this assistantship."
398,Birla Institute of Technology - [BIT],"InInterested students who are not recipients of any other scholarship/ freeship/ financial aid from other sources may apply in the prescribed form. The completed application foform along with the required documents may be submitted to the office of DOSA latest by 30.04.2023 at. Students belonging to Off Campuses should submit of their application to the respective Director, BIT Off Campus only."
398,Birla Institute of Technology - [BIT],"A copy of the GPA card/ result published on ERP for MO 2022 and the latest income certificate of parents are required to be attached. For the merit cum means category, the income certificate of parents should have been issued by an officer, not below the rank of Circle Officer. For the merit-only category, IT Return/ Form 16/ Pay Slip will also be acceptable. Students who are applying for scholarships based on All India Rank in JEE (Main) and GATE Percentile are also required to attach a copy of their JEE (Main) Score Card/ GATE Score Card."
399,Institute of Advanced Studies in Education - [IASE University],Fee structure is very Cheap in 2014 iam pay 16000/ sem only.scholarship facility also in this Iase University.Student loan also available In Nationalised Bank.College also support for educational loan papers
399,Institute of Advanced Studies in Education - [IASE University],Yes scholarship are offered from national scholarship portal who are eligible in any appropriate scholarship they can apply.
400,Jayoti Vidyapeeth Women's University - [JVWU],"The fee installment is divided four parts like 40% in August and 20-20% in nov, Feb, may. And at the time of addmission scholarship is provide to students on the basis of 12 marksheet. And other scholarship is provided"
400,Jayoti Vidyapeeth Women's University - [JVWU],The fees structure is not much high. The fees for M.Edu is about 45k for a year. There are scholarships also provided by govt. Which can be get by the help of college. My aim is not get campus placement.
400,Jayoti Vidyapeeth Women's University - [JVWU],The expense for the CS department is 80000. Expenses are not an excessive amount to manage the cost of a working-class can bear the cost of it. The grant is given based on the class and pay of guardians and a few different seats are accessible for understudies. Like TDF portion.
400,Jayoti Vidyapeeth Women's University - [JVWU],No idea about any of both things because dad handles all my fees things so I don't have an idea.
400,Jayoti Vidyapeeth Women's University - [JVWU],"Rajasthan agriculture government scholarships is provided. Many scholarships can be availed in this college. Also, a student can avail loan facilities for higher studies. Overall fee concession is also provided."
401,Anurag College of Engineering - [ACE],"I have been paying the same amount of fee for 4 years ,there is no increase or decrease in that ,5000/- for university fee and remaining as tuition fee. There is no extra fee structure for the university."
401,Anurag College of Engineering - [ACE],"Every semester fee =37,500 total of 72,000 per year. It has transport facility depending on students location fee differs starting at 15000 per year. There's a scholarship for students who got seat scholarship provided by the Telangana government."
401,Anurag College of Engineering - [ACE],Tuition fees is not much high. Anyway the allotted students can get scholarship from government. Also our college provide Google empowerment exam for women and if they selected for that they will get 3lakhs scholarship and internship in google
401,Anurag College of Engineering - [ACE],"Tution fees increase upto 5% per year and we will get reimbursement from the government and scholarships are also available and the reservations are also there for minorities. The total tuition fee for mechanical for 4 Years will be 4 Lakhs and the scholarship will be 5000 per year and campus placement will be available for different companies like cognizant, Wipro, Capgemini, etc."
401,Anurag College of Engineering - [ACE],"The tuititon fee is 280000 , they are so many scholarships offers from college and from government too, which will cover your full fee. i came to know like 25% of fee as been increased , and more over college is offering internship and job opportunities where we can earn while studying and you can avail job after your study by placement drives."
402,Agni College of Technology,The overall tusion fee for four years will be 200000 and it also opt to pay training and placement fee upto 120000 and the transportation fee amount will be 30000 for each year and our campus will providing placement training and conducting interviews from different companies
402,Agni College of Technology,"Agni College has awarded over 4000 scholarsips in the past 5 years to students based on their academic performance after the 12th grade and during their studies .Scholarship are available for students with exemplary academic records , economically weak but acdemically meritorious students."
402,Agni College of Technology,"The overall fee structure as a day scholar was 1.2 lakhs which includes college fees, placement training fees and transportation fees which is overall a decent average fee structure. There are many institutional scholarships available. We can avail full scholarship of the total fees from the institution if we have a cutoff of 180+ in our 12th results."
402,Agni College of Technology,"The college collects around 80k for tuition fees plus an addition of 30k for college transport facility or 55k for hostel facility. Many types of scholarships are provided for first graduates, MBCs, and etc."
402,Agni College of Technology,"Fees structure was completely affordable for me and the total cost amount for my four year tenure is Cost around 2,00,000 and i availed financial assistance based on my economic conditions when it comes to fees hike policy there is no delaying collecting the fees from the college."
403,Bengal College of Engineering and Technology - [BCET],My college fees is five lakhs and my college provide 50 thousand scholarships and student always got their scholarship with help of our college management. There's no any difference in college fee with different castes all are same
403,Bengal College of Engineering and Technology - [BCET],Total academic fees for this course is INR 280000 and per semester it is 31200 in which examination fees of 1200 is included and yes you can avail scholarship later on provided by govt of west bengal and price is fixed neither increasing nor decreasing
403,Bengal College of Engineering and Technology - [BCET],The college offers are transparent fee structure including tuition examinations library laboratory and miscellaneous fees variezing by program and core syllabus scholarship and financial aid option include merit base scholarship for outstanding academic performance need base scholarship for eco-mical disadvantage sports scholarship for SSC board and departments scholarship for field specify excellence the college also assist with applying for government scholarship and security educational loan through Bank partnership.
403,Bengal College of Engineering and Technology - [BCET],"Fees for this college was 88,000/year but from 2024 it increased to 54000/ semester Scholarships are available Also loan facilities are available Like DRCC( Bihar) This college provide both type of jobs like Marketing sales and technology as well"
403,Bengal College of Engineering and Technology - [BCET],"Scolarship available on basis of YFW quota who are getting admsion through wbjee, for loan you can opt dor SBI, PNB, our college had good relation with PNB Bank, cause their is a branch of PNB Bank in our college campus, so that's all, Talking about placement ota good if you think from point of a tier 3 college, TCS, Capegimini, Wipro, Accenture, Cognizent, Infosys these are the main company who comes for mass hiring at the avaragge package of 3-5 lakhs per year, Some good companies like Optum, Starlite Technology, provide a good salaray also likeb7-8 lakh"
404,Chandigarh Engineering College - [CEC] Landran,Yearly I pay 128300 for tution fees For registration fees I pay 6000 per year And other fees including DCPD department I pay 10000 per year And for event we pay around 2000 per year They provide CGC josh scholarship Where you have to give cgc josh exam and according to your results you have to pay fees
404,Chandigarh Engineering College - [CEC] Landran,"For the batch of 2022-2026 , the fees is 49500 rupees for 1st Semester and 2nd Semester onwards it's 47,500 rupees till 8 semester. Total fee for one year is estimated around 95000 rupees. I found it quite affordable because of facilities that college providing is great."
404,Chandigarh Engineering College - [CEC] Landran,The year wise fees is as follows:- for odd sems it is 70000 and for even sems it is 65000 whereas the hostel feel for 2 seater for one year is 130000 and same for 3 seater for 4 seater it is 110000 and for ac room 2 seater and 3 seater costs is 150000 For registration you have to pay 11000 which would be deducted from 1 sem fees it is not additional Scolarships are not there from college side but they are available from ptu under tution fee waiver program which helps the students who has annual income less than 2.5 lakh Scholarships are also available from government through different programs even There are two modes of you want to take admission in chandigarh engineering college one is direct management and other is under ptu counselling This college is best because of its environment and opportunities. It provides government degree which makes it semi government college which is the best part Talking about cons of the college are you should have the ability to score atleast 7 cgpa + to get placements otherwise college would not be responsible if you score less than that At last I can say anyone can take admission in this college and can consider it even as it is good college but yes you have to do hardwork for sure
404,Chandigarh Engineering College - [CEC] Landran,The fees structure changes every year. I took admission in 2023 and I paid 65000 for my 1st semester and another 65000 for my second semester. I received hostel room in New boys hostel for which I paid 65000 per semester
404,Chandigarh Engineering College - [CEC] Landran,So the one year consist of two semesters likewise we have to pay two times according the semesters going in so im in mechanical engineering i pay 65000? per semesters fee and there are total eight semesters or four years of my degree in whole
405,Delhi Technical Campus - [DTC],college fees 120000 per year and the cost to study depends on your financial condition. the scholarship is valid only for those students who have good academic scores and financial assistance will be provided by caste category.
405,Delhi Technical Campus - [DTC],"The fees for one semester are about 48,000. I get no scholarship as such. I didn't get internship offers but those who got stipend offers. The fees are affordable and the course curriculum is relevant."
405,Delhi Technical Campus - [DTC],There was no fee hike. Approximately the same fees were from us that were said in 1st year. There were schemes for the scholarship for poorer students which helped them to complete their education at a lesser cost.
405,Delhi Technical Campus - [DTC],"Various scholarships are decided by Uttar Pradesh Government to the students belonging to Reserved Category, reasonably weaker section students. The Scholarship facility is obtainable for praiseworthy student. Loan facility is for everyone as per Indian student criteria from any bank. Scholarships forms are also available for minorities who gets scholarship from their state or the centre."
405,Delhi Technical Campus - [DTC],There is no any scholarship is provided by the college. They provide only 5000 rs award for those who score more than 85%. There is special scholarship for girls.
406,Dr. B.C. Roy Engineering College - [BCREC],"Each Student has to to pay approx 150000 INR per year. Which includes tuition fees, exam fees, Dress fees, and some extra charges. There is no Category Reservation but one can apply with EWS if any. There are scholarship facilities available for the students which pays around 60000 INR annually (SVMCM) and many more."
406,Dr. B.C. Roy Engineering College - [BCREC],"So in our college for my course I have to pay 150000 per year including hostel facilities in two times and every thing is included in this like library fees , lab fees, only the lab equipment you have to arrange bt yourself."
406,Dr. B.C. Roy Engineering College - [BCREC],"In our college for per semester we have to pay around 42000 in first year in which all library fees, exam fees etc all are included. Every year fees increase slightly. And if you take admission in lateral college will give you scholarship which mean around 10000 off from semester fees."
406,Dr. B.C. Roy Engineering College - [BCREC],"The fees structure of our college is per semester 72025 and per year 144050 ,tuition fees per year 12100, registration fees 500 , admission fees 10000, development fees 18150, My batchmates fees are same as me . Swami Vivekananda Scholarship was available for us the total amount per year 60000"
406,Dr. B.C. Roy Engineering College - [BCREC],The college has a very high fee structure with an annual amount for the electrical engineering department of rupees two lakh and ten thousand per year(approx).The scholarships and credit cards provided depends on the state you belong to and your caste. You can also apply for educational loan from your banks which are at lower rate of interests. The amount for the hostel faciliies is even according to the cost of living of the city.It also helps one to have an easy going life with the value of the money.
407,Erode Sengunthar Engineering College,College fee 75000 Others fees upto 3000 Hostel fees 95000 including message bill SC and ST scholarship are provided and completely free for them BC MBC scholarship also available for the students Students fees per year is maximum upto 2 lakhs
407,Erode Sengunthar Engineering College,The fees structure was very reasonable and Rs. 55000 complete cost of our education including tuition fee.. Our college provide scholarship amount for students.. Tuition fee to variable for types of courses
407,Erode Sengunthar Engineering College,"First graduate scholarship piece I get a yearly 25000 1 years ones 25,000 we get four years also we we get one one lakh cause complete we get 1 lakh then BC scholarship also provide this is yearly once 6,000 every year we get the scholarship is very useful for me"
407,Erode Sengunthar Engineering College,The fees were reasonable at that time and I didn't feel it was too high from my perspective. I didn't avail of any kind of scholarship from the college but there were some schemes regarding the scholarships but I were not aware of that.
407,Erode Sengunthar Engineering College,The cost was high for every engineering course. That's not acceptable. So should minimize the amount. I only got a student scholarship for the community of Below average students. I applied loan to pay my fees so that is also very complex for me.
408,Geethanjali College of Engineering and Technology - [GCET] Keesara,"Geethanjali College of Engineering and Technology offers up to 100% scholarships to meritorious students based on their ranking in the EAMCET examination. The scholarship is available for all 4 years of the B.Tech. course and will also be given to students who have chosen core branches like EEE, Mech and Civil Engineering. Students who have chosen courses like AIML, Data Science and Cyber Security as their minor courses in the 3rd year of their B.Tech. course can also avail of the scholarships.  Details are listed below:"
408,Geethanjali College of Engineering and Technology - [GCET] Keesara,The college facilitates needy students with the academic awards mentioned below:
408,Geethanjali College of Engineering and Technology - [GCET] Keesara,
408,Geethanjali College of Engineering and Technology - [GCET] Keesara,Yearly fee will be 120000 we need to pay the same for 4 years. If we have fee reimbursement we need to pay 88750 and 35000 paid by the government it is same for all castes. If we have full fee reimbursement we don't need pay any fee
408,Geethanjali College of Engineering and Technology - [GCET] Keesara,"The fee structure for the management quota is 1,75,000 and for the convenor quota it is 45k . I'll be paying 45k yearly.the scholarship which is called as fee reimbursement it is 31k which goes to the clg account. For the complete 4yr course of b pharm you will be paying nearly 2lakhs including tuition fee, jntuhfees, records, assignments books, In the final yrs you will be extra charged like 1k for alumni fee and task fee . For sc and St the tuition fee is totally free in the case of convenor quota they have to pay only jntuh fee which is 6k per yr. The exam fee is 900 which has to pay for every sem. In 2021,2021 batch students have the fee for convenor quota is 45k but they have increased in 2022 by 20k now which is total 65k. So if you take admission in 2024 in convenor quota you have to pay 65k . Coming to management quota it may increase because the infrastructure in our college getting changed and it is becoming University. They are constructing hostels with full facilities."
409,IILM University,I have opted bba courcee and the fees structure of 1 yr is 184500 and registration fees is 30000 it is included in 1 yr fees of 184500 and i think it is affordable and really worthh investingg your money in this college
409,IILM University,The annual fees of one year of btech computer science engineering is 1.80 lakhs i did not avail any scholarship but there is a opportunity to avail scholarship in ews certificate my hostel fees is 1.50 lakhs
409,IILM University,the year wise fees if 1lac 84k for boys and there is 10% off for girls so fees for girls is 1lac71k per year. registration fees was charged 30k from all students scholarship is given on pcm aggregate of 12th boards or your how well u scored in you jee entrance. from 60-70percentile its 10% and starts increasing with better score. fees of my batchmates depend on there boards marks and jee marks some have 50% scholarhsip and some have no scholarship at all.
409,IILM University,"The college is good in term of campus vibes There's a mix of crowd , basically something for everyone The faculty and teachings are good The fests are events are a bit rear Attendance 75% compulsory Ggh"
409,IILM University,"I have to pay 184000 per year it includes asmission fee,registration fees and tution fees ,well if anybody are from haryana they get good percentage pf scholarship and for financial emergency college will provide student loan"
410,Inderprastha Engineering College - [IPEC],"The fees are increasing. In the first year, you have to give 117000, in the second year 120000, in 3rd yr 125000, and in 4th yr 127000 you have to give You must pay 8000 as an exam fee per year, for a total of 32000 for four-year examination fees."
410,Inderprastha Engineering College - [IPEC],I pay 1lac 20 thousand yearly for my b.tech.Ipay pay total 5lac 30 thousand in 4 year b.tech program. the registration fee around 20000. And all the other fee are covered in that.beyond that i pay fee around 8000 to the aktu portal for examnation. I am eligible for up scholership program and i get 57000 every year by goverment for 4 years. there is no scholership by collage.
410,Inderprastha Engineering College - [IPEC],"Per year fees for 2 semesters including all services is 150000 for general category. For other categories like OBC,SC,ST fees per year is 100000 after submission of proper domicile certificate or category certificate and documents. For single girl child fees per year is around 75000. Total course fees for b.tech is 600000."
410,Inderprastha Engineering College - [IPEC],"tution fees is 114000 the admission fees is 40000 and the lab fees are also inlcuded in the tution fees, the fees of my batchmates are also the same , the scholarships and financial aids are provided for the students who are in need"
410,Inderprastha Engineering College - [IPEC],"so in the first year the fees for data science btech is 1,28,000 and it decreases second year onwards for second, third and fourth year the fees is 1,16,000 mostly you have to pay the fees in full, yearly but incase anyone can not pay the full fees they can write an application and pay in half"
411,Kanpur Institute of Technology - [KIT],"The yearly fees of kit kanpur (btech cse) is approx 110000 rupees . You will get relaxation of 5000 rupees if you had given exam of jee mains . The registration fees is 1000 rupees .Your development fees , lab fees ,and other charges all are included in your fees . If you come from any management then you will get some relaxation in tution fee . My all batchmates fees are same but one who came from quota of Jammu and Kashmir she has to pay no tution fees . OBC and SC who take direct admission will get scholarship general category student will get scholarship only if they were come from consulling and for this scholarship you have minimum 60 percent in class 12 for all category. In scholarship you will get approx 60000 rupees .you need minimum 55 percent to take admission in this college . I am student of btech cse I hope you like this thanku"
411,Kanpur Institute of Technology - [KIT],I pay only 20000.per year because my admission is under the FW( fee waiver )Category Everything includes in this fee Expect examination fee which is approx 7000 per year My batchment fee pay 110000/per year Up scholarship scheme which is someone get 30 to 40 thousand And sc/st student get all fee return
411,Kanpur Institute of Technology - [KIT],"THE COLLEGE FEE IS 120000RS PER ANUM BUT YOU CAN PAY AMMOUNT IN EMIS AND SCHOLARSHIP IA PROVIDED IN COLLEGE , BUT I HAVE RECEIVED MY SCHOLARSHIP ONE TIME IN SECOND YEAR BECAUSE SOMETIMES FUND IS UNAVAILABLE . IF YOU HAVE ANY PROBLEM TO PAY YOUR FEE , COLLEGE WILL PROVIDE SOME RELAXATION IN FEES TO REDUCE BURDEN. YOU ARE FREE TO PROVIDE YOUR SERVICE IN COLLEGE AFTER COMPLETING YOUR COURSE IF YOU ARE ELIGIBLE."
411,Kanpur Institute of Technology - [KIT],The complete fee of my education is 45000.Our college provide scholarship opportunities to all students and half of our fee is returned .All employees of our college in scholarship department are very supportive
411,Kanpur Institute of Technology - [KIT],"The fees of our college is 110000 for BTech course. And students can apply up scholarship, pragti scholarship (for girls),prakhar scholar (for boys),swanath scholarship (for orphans) And amount of scholarship is between 50000 to 7000."
412,Kashi Institute of Technology - [KIT],800000 /year in 2023 but now the fee structure is change 9000 registration fee only once 50k to 60k this scholorship is provide by state goverment and you are eligible if you filled cuet otherwise you are not able to fill the scholorship form
