Serial No.,College Name,Rating,Pros,Cons
398,Birla Institute of Technology - [BIT],3.6,"I have a great interest in computers and software, so I want to pursue a career in that field exclusively. | The internship has been one of the best things to look at and it is good beyond expectations. | I have a great interest in computers and software, so I want to pursue a career in that field exclusively.","The course curriculum in terms of learning is absolutely the worst of all, as we only had to score good marks to pass. | Colleges boast about other facilities, such as wifi, etc., which are not provided to students."
399,Institute of Advanced Studies in Education - [IASE University],4.2,FACULTY AND STAFF NATURE AND BEHAVIOUR....,Teacher are always very serious about the study
400,Jayoti Vidyapeeth Women's University - [JVWU],4.0,There security is very good. The campus is familiar. | Infrastructure is good. University provide good environment | The campus of college is quite big and greenery,This university is phone prohibited. This is not good | So many problems faces the students because of phone
401,Anurag College of Engineering - [ACE],3.8,About college greenary is very best that was too good to sit in the garden after sports like cricket practice and volleyball playing and one type of some Jim materials are available to do some exercises and over all about sport that was very nice ... | I like my faculty members they are teached very well and I was soo happy to join in my college and I most liked that placements in my college is very good and that are very I like most and ever best college I think in my way .that was good my college | About college greenary is very best that was too good to sit in the garden after sports like cricket practice and volleyball playing and one type of some Jim materials are available to do some exercises and over all about sport that was very nice ...,That was too long to go college and in college lift only faculty will go but students doesn't use that lift I don't know why lifts are not use the students that was too bad in my college and I hate it to having a worst decisions about faculty member | I dislike class room was not good and washroom was also not good
402,Agni College of Technology,3.7,Transportation is best in the college as it connects to all places in surrounding areas. | Transportation is the best in college as it connects to all place in surrounding area. | Transportation is best in the college as it connects to all places in surrounding areas.,Wi-Fi connections are too weak and can't get network in some of the places in the campus | Hostel rooms are very bad and bathroom is much more worse
403,Bengal College of Engineering and Technology - [BCET],3.6,The seniors are very good and helpful.thee is very good campus | The connectivity of the college with the city is very good | The seniors are very good and helpful.thee is very good campus,"Gym faculty was not good it was very small and less items | Don't like the work which was done by office member, which was little bit slow."
404,Chandigarh Engineering College - [CEC] Landran,4.0,College program it was great becose there a lot of dancing party. | Campus is very beautiful and in campus their are many activities to do | College program it was great becose there a lot of dancing party.,"While the teachers knew their stuff, sometimes there were issues in communication that made it a bit tricky to fully grasp complex subjects. | Students always complain about it but no action is made ."
405,Delhi Technical Campus - [DTC],4.2,infrastructure | faculty,placement
406,Dr. B.C. Roy Engineering College - [BCREC],4.0,There's also a Loknath Temple beside the field which is perfect for Hindu bhakts like me | They provide us two canteen for feeding a every bite of delicious foods. | There's also a Loknath Temple beside the field which is perfect for Hindu bhakts like me,"The things that I dislike about the fee structure as well as the management here the management are very bad | Canteen food is very bad in our clg, and can costly"
407,Erode Sengunthar Engineering College,3.6,"Our course syllabus was recently updated. There is not much industrial exposure, maybe 2 or 3. The faculties are really good and they do their job well, caring for each students goal. Their way of teaching is awesome, making it easy for students to understand. | It was an overall very good experience for me. There is no internship available within the college. | Our course syllabus was recently updated. There is not much industrial exposure, maybe 2 or 3. The faculties are really good and they do their job well, caring for each students goal. Their way of teaching is awesome, making it easy for students to understand.","Overall, I can say that the placement and job opportunities in our college have been poor throughout my career. | Very poor hostel facilities; its a shared room for four people. I have never tasted hostel food as bad as this in my life. It is the worst, yet they charge a high price for both the food and rent."
408,Geethanjali College of Engineering and Technology - [GCET] Keesara,4.1,Our infrastructure is real good and the greenary is real good | Placement are very good over 1500 students are placed this year. | Our infrastructure is real good and the greenary is real good,"Faculty , not good at teaching in my point of view | I dislike about the college is the travelling problem I used to travel everyday around 22 kilo meters"
409,IILM University,3.9,Scholars cafe is the best place to hang out with friends | The university's infrastured is very good and the unversity is flushed with greenery. | Scholars cafe is the best place to hang out with friends,Students do smoking and drink alcohol in the hostels room that's very disappointing. | Some faculty have not good skill of teaching they keep class boring.
410,Inderprastha Engineering College - [IPEC],3.8,Placement of CS and it it is very good in our college from 7 semester companies are came and it will continue till 8th semester end | Placement of CS and it is very good in our college from 7th semester companies are came and it will continue till 8 semester end | Placement of CS and it it is very good in our college from 7 semester companies are came and it will continue till 8th semester end,And my director visited properly during running the class this is very bad | The worst part is the location of the college it is it located near a sewage
411,Kanpur Institute of Technology - [KIT],3.6,The environment is very good so that you will not have any problem in meeting anyone. | You can make very good friends and good relationship with some faculty. | The environment is very good so that you will not have any problem in meeting anyone.,"There is no scope for practical learning in that college.even hardly any learning can sustain in that filthy environment. | Canteen foods are not good, no one like the canteen food"
412,Kashi Institute of Technology - [KIT],3.9,"The exams were successfully completed on time, and thanks to the best teachers and excellent studies, we had no difficulty in passing them. | I have done an internship from LYRICLIOUS, and this is the best platform for an internship. | The exams were successfully completed on time, and thanks to the best teachers and excellent studies, we had no difficulty in passing them.","In the Mechanical Engineering department, there were very few chances of placement. However, our department made an effort to place as many students as possible"
413,Lakshmi Narain College of Technology - [LNCT],3.3,I likes the classrooms and my friends during my courses. | College provide beautiful and peaceful environment for better concentration. | College have very beautiful infrastructure and buildings .,Their faculty and staff specially mba faculty is not friendly and supporting.
414,Meenakshi Sundararajan Engineering College - [MSEC],3.9,"The first year of my college was good, because of the teachers but the teacher are so biased if they like you they will do anything for you if they don't like they will torture. Since my class teacher and all the teachers liked me they were too good | If you are going to study hard and going to get high marks means this college is good because it will give you school vibes | College campus and infrastructure is really good and maintained well","Actually everything, very bad environment strict environment it is worst than any school | No functions no sports no annual day , no OD and nothing"
415,Nandha Engineering College - [NEC],3.6,"Exams were conducted in a good manner and the questions they asked were all from our prepared topics. | Surrounding the college, there are more companies that offer industrial visits once a year in your course curriculum, and they support the students for internships in the industries. | Exams were conducted in a good manner and the questions they asked were all from our prepared topics.","Water shortage is a major problem here, and at peak time (8:30 am), the bathrooms are too crowded that we have to wait in a long queue. Its the worst part"
416,Pragati Engineering College,3.8,The campus is spacious and provides an excellent environment for learning. | Pragati engineering College was one of the best college in my career. | The campus is spacious and provides an excellent environment for learning.,I don't like the food in canteen because it is so bad | I dislike the food in canteen because it is so bad
417,Prathyusha Engineering College - [PEC],4.0,"Every week, there are four lab periods. The lab equipment pieces are excellent. The course structure is very nice. | There was no concept of internship in this college, but education-wise, the college is really good. | Every week, there are four lab periods. The lab equipment pieces are excellent. The course structure is very nice.",It was hard to search for and get an internship in Chennai. | The only company that conducted a training program for a fee in the college and recruited only those who attended the program was TVS-Harita
418,RCC Institute of Information Technology - [RCCIIT],3.8,"If you have eager to explore engineering, then this is the one of the best place. | The faculties are so helpful and their teaching style is very impressive. | If you have eager to explore engineering, then this is the one of the best place.",College doesn't have any hostel.so for out of the district student it is very bad | The water filters are not repaired so the quality of the water is so much annoying.
419,RMD Engineering College,4.0,"The course curriculum is prepared based on industry needs, and my course is best for me because its amazing. | The internship has been happening based on projects, and good opportunities will be given to every student. | The course curriculum is prepared based on industry needs, and my course is best for me because its amazing.","Very few companies. Only I got a job by off-campus. Only they are providing useless training and placement activities, which are not helpful for interviews. | They are not getting many companies for placement. I hate this college in this statement."
420,Sambhram Institute of Technology - [SAIT],3.6,"Among all branches, our CS branch is the best, and the faculties in our department are very good. | Yes, if you have any good lecturers in contact, you can seize some opportunities. | Among all branches, our CS branch is the best, and the faculties in our department are very good.","The circular followed by Vesehvariya Technology University or VTU. The course is simple, but the 2015 CBCS scheme is very bad. In the scheme, students have suffered losses due to some University guidelines because the grading system is the worst. | This made all the students feel very bad, and all the companies demanded 3k-10k for the internship."
421,Sphoorthy Engineering College - [SPHN],3.9,Principle was strict and gave us a good security and every week the classes were held for behaviour changes. | College atmosphere is good and we have a lot of greenary in our college | Principle was strict and gave us a good security and every week the classes were held for behaviour changes.,Treating us like a small growing up children won't let us move here and there in corridor | The faculty is not good enough to explain the coding subject's not all but some of the faculty.
422,Sri Eshwar College of Engineering - [SECE],3.9,The course was designed by the best faculty who had a lot of experience in the industry and were constantly conducting research to improve the quality of education in the college. | Our college is the best at signing up with many companies for Industry Powered Laboratories. | The course was designed by the best faculty who had a lot of experience in the industry and were constantly conducting research to improve the quality of education in the college.,"Campus size is very small , gets so used and boring . | No IV (Industrial Visit ) for freshmen ."
423,SJB Institute of Technology - [SJBIT],3.7,"In the civil branch, the course curriculum is excellent, and the exam pattern follows the rules of the government-prescribed way of exam structure. | These companies may offer college students the opportunity to work for them if they see that the students are performing well during their internship. The topmost companies include Wipro, Infosys, Tech Mahindra, TCS, Dell, HP, L&T, and many others that visit the college. | In the civil branch, the course curriculum is excellent, and the exam pattern follows the rules of the government-prescribed way of exam structure.","Moreover, in colleges and universities, students are made to memorize the subject and take exams. Very little priority is given to practical approach. | The hostel food is not good. It is the worst food I have ever seen. Additionally, the accommodation fees and charges are very high. The quality of the food is even worse than the worst. Therefore, I will give this place one star"
424,The Oxford College of Engineering,3.2,"The course was excellent. It was specifically designed to suit the exam and provide knowledgeable facts. The course also offered excellent placements. I was referred to this course and branch by a senior of mine. | Yes, they do give opportunities for both off-campus and on-campus. Im so happy that I successfully completed my internship with some doubts cleared by my teachers. | The course was excellent. It was specifically designed to suit the exam and provide knowledgeable facts. The course also offered excellent placements. I was referred to this course and branch by a senior of mine.","Its not very focused on practical learning as there is less and costly lab equipment. | Worst college - no internships are provided here. Search for one and do it. That is the slogan you have to follow. If you have no experience, do not join even one internship in any company. The amount is not important; it depends on the internship we do."
425,Bhilai Institute of Technology - [BITR],3.6,"The hostel facility are great bcoz each room has different toilet not attached and have wifi enable campus | Infrastructure is also good we have excellent great sitting mess facilities for dayboders and hostalites as well | Badminton court , the football ground and tennis court",I don't liked the mess food as same as other hostel also | Our college don't do cultural program or fest less tha 3 to 4 program are there in a year
426,Jaipur Engineering College - [JEC],4.0,"College placement, playground, cafeteria class room and the best part of the college is the mechanical Engineering work Shop. | In my opinion sports facilities of this college is best . | College placement, playground, cafeteria class room and the best part of the college is the mechanical Engineering work Shop.",The canteen is not very good of this college and it's timing is also very less | Non- veg is not allowed in the hostel and not provided in the mess.
427,Vidyavardhaka College of Engineering - [VVCE],4.1,"The course curriculum is a bit hectic, but my college has undertaken a good step to ensure that they deliver the best they can. | The internship is really great here. The benefits of the internship here include receiving certification from Youth4work after achieving the assigned goals. | The course curriculum is a bit hectic, but my college has undertaken a good step to ensure that they deliver the best they can.","When I joined college, it was under VTU. VTU exams might not be that difficult, but the marks you see on your report card dont agree. The evaluation in the VTU system is very poor. | Internship opportunities in our college are scarce. Only a few companies visit for other branches, and some companies offer a meager amount of pay, while others do not pay at all."
428,Vidya Jyothi Institute of Technology - [VJIT],4.0,The infrastructure of the college is very beautiful with all the greenary surrounded by it. | Environment in the college that is the vibe is very impressive | The infrastructure of the college is very beautiful with all the greenary surrounded by it.,Sometimes it's difficult to get jobs but our college tpo sir supports alot | The reputed companies should be brought for the placements rather than the small start up companies
429,GITAM,4.0,If you use all the sources given by the university you will be at your best placement. | There is beach just a 5 min walk away which is very beautiful | If you use all the sources given by the university you will be at your best placement.,"Lack of hospitality with the management, they are very rude with the students. | In some blocks lifts won't be available,it difficult to shift classes and during summer you can't imagine the wet"
430,Modern Vidya Niketan - [MVN University],3.0,"Infrastructure is good , transportation facilities available | Respect other college that is I appreciated is the faculty which is good and under fields that need to be improvement is admission section | Teacher and faculty members are good and support Asar",Doesn't organize fest and cultural programs
431,Arni University,4.1,no pros found,no cons found
432,Bahra University - [BU],3.8,Here I really like the way the teachers teach as I have known in alot of collegea that the teachers don't takethepain but it's nothing like that in our college it's reallygood . | I also love the location how peaceful the environment is for studies. | Ya our college is also doing good in all the things bu some things they are trying hard to make child comfortable I'm agree with all the things they are doing,Discrimination between girls and boys . More freedom isgiven to them . | Fest and parties should be conducted more .
433,Amrita Vishwa Vidyapeetham Bengaluru Campus,4.0,"Research Scope, We Have Very Good Labs And Facilities for Research | We gettin to good companies in placements cuz of cir department | Research Scope, We Have Very Good Labs And Facilities for Research",Food provided in campus Mess is worst when compared to other deemed universities | Food is not good in hostel and daily the put sambar
434,Sangam University - [SU],4.2,"The course curriculum is based on the RTU syllabus, and they also teach expert video lectures from NPTEL. The faculty is the best. | Also, there are good chances of going abroad for research projects, which are 100% financed by the professor. | The course curriculum is based on the RTU syllabus, and they also teach expert video lectures from NPTEL. The faculty is the best.","Instead of placement drives, students in the 7th and 8th semesters are given exemption from attendance so that they can go for interviews. | There was no kind of student loan university provided when I was in college"
435,Periyar Maniammai Institute of Science and Technology - [PMIST],4.0,I like my environmental of the University which is very eco friendly. | Our facultya are very friendly with the students and they are ready to help whenever you ask any help. | Great classrooms with natural lighting and ventilation.Separated Classrooms and Studio spaces for better learning.,They don't offer liberality to students which leads to some mental pressures. | We want more evens to participate and showcase or talents.
436,Shri Venkateshwara University - [SVU],4.3,"The college provides sufficient knowledge in the form of industrial visits, guest lectures from the best people in the field, and good opportunities. | Placements are excellent if you have scored well in your studies. There are a lot of job opportunities at the university. | The college provides sufficient knowledge in the form of industrial visits, guest lectures from the best people in the field, and good opportunities.","there is not any thing which I disliked, but yes their fees is bit expensive, not affordable for everyone."
437,St Joseph College of Engineering,4.2,Our curriculum was structured in a way that exposed us more to theoretical classes rather than industrial exposure. | The college will surely insist that students opt for an internship every semester based on their own interest. | Our curriculum was structured in a way that exposed us more to theoretical classes rather than industrial exposure.,"The industrial exposure is very bad. They will bring us to some project centers and tell us, This is your industrial visit. This happens due to some faculty thinking that their decision is final and no one can question them. | A very small number of sports are available for the entire student body, apart from the college sports players, and the college is generally strict."
438,Lakshmi Narain College of Technology - [LNCT],3.8,"The college upholds the academics standards,the teaches to student ratio is excellent | Hostel warden , hostel facilities, hostel friends are the best a person can get. | The college upholds the academics standards,the teaches to student ratio is excellent",I also hate college timing because of that students didn't get any time for self study | The worst thing in college is they told you time table of mid semester exam is one or two day before
439,GMR Institute of Technology - [GMRIT],4.0,"The greenery in college was simply superb, it will help the students for refreshment. | Best Infrastructure with labs by providing desktops and projectors for teaching | The greenery in college was simply superb, it will help the students for refreshment.","Timing are horrible as 9:00 to 4:00 is the college timings | In the college, hostel should provide the poor facilities to the students."
440,Panimalar Institute of Technology-[PIT],4.0,"The learnings are very good, as all staff give their 100 percent to groom the students. | The companies that offer placements in our college include top companies like Amazon. There are a total of around 54 companies where we can go for campus interviews. | The learnings are very good, as all staff give their 100 percent to groom the students.","In the mechanical department, the placement is the worst (only MRF came in off-campus, nobody got selected). However, placements in other departments are good. | Only Tamilnadu students will receive scholarships and financial assistance from their state government. Students from other states, however, will need to join through the management quota."
441,Muthayammal Engineering College - [MEC],3.8,Faculties who are like friends and they are friendly | About the bus services which they offer long distance | Muthayammal engineering college classs room was good and clean,Infrastructure is not so modern and they are patch works | There are not seats for students they can offer more number of buses
442,Technocrats Institute of Technology - [TIT] (Excellence),3.8,The faculties are the best and they have the best knowledge in their field | The placement of our college is the best thing about our college. | The faculties are the best and they have the best knowledge in their field,Attendance issue was worst i think so is it bad for students. | You need to get 75 percentage of attendance which becomes very difficult if you are preparing for GATE examinations or any competitions.
443,Vel Tech Rangarajan Dr. Sagunthala R and D Institute of Science and Technology - [Vel Tech],3.7,"The campus life is good and the fest is also awesome in the college. | The faculty in the college are very Experienced in that course, they teach the classes more effective to learn the topics . | The campus life is good and the fest is also awesome in the college.",Hostel food is very bad we can't eat and every Saturday is also very bad | Hostel food is very bad we can't eat especially on the Saturday we can't even eat on that day
444,RNB Global University - [RNBGU],4.0,"Sports week is also very good, Cultural events are also very good, | I liked things in University includes infrastructure, hostel facilities, campus Life, classes held on regular basis, faculty is also very supportive and kind. | Sports week is also very good, Cultural events are also very good,",I want a change in the little problems in the hostel like maintenance team.
445,Axis Colleges,3.7,"There, you will learn C, C++, Java, and web development. And yes, I will say that is the best place to learn to program. There are many experienced faculty (teachers) who help you increase your performance. | Policy Bazaar, Nuclear Software, Capgemini, and Infosys offer internships for B.Tech students with a stipend of 3-4k per month. | There, you will learn C, C++, Java, and web development. And yes, I will say that is the best place to learn to program. There are many experienced faculty (teachers) who help you increase your performance.","I think our university should change their course structure because some of the subjects in BCA are useless and take up a lot of our time, preventing us from focusing on the main subjects. | I think that this college is not higher placement gone, and I have never seen it."
446,Amity University,4.1,"Btech students are taught by faculties who have completed their PhDs, and the teaching methodologies of these faculties are the best as they understand the thoughts of the students. | There was an internship at companies like Samsung, and the role was a software engineer. The stipend was also good; it was around 30k for 3 months. | Btech students are taught by faculties who have completed their PhDs, and the teaching methodologies of these faculties are the best as they understand the thoughts of the students.","No projector in class, makes it less upgraded from others. | Less attractive, they've left so many spaces they can make something attractive"
447,Netaji Subhas Institute of Technology - [NSIT],3.6,The course curriculum of diploma polytechnic electrical engineering branch is so incredible and excellent and the exam structure was also very incredible excellent. | Placement is good but not that much good not all students get placed not all company come here and that was not gud. | The course curriculum of diploma polytechnic electrical engineering branch is so incredible and excellent and the exam structure was also very incredible excellent.,No of student placed is really poor so i recommend you not to take admission in our college.
448,Excel Engineering College,3.8,Campus as a good infrastructure and good laboratory | Teachers are so friendly and good teaching methods | Good environmental and big infrastructure,Maintenance are low at hostel and other things | There is no college program and other things
449,Muthayammal College of Engineering - [MCE],4.3,"I liked my college infrastructure , classroom and laboratory facilities. | The college surrounding is also maintained neat and clean. The college canteen facilities are also good. | Here I liked my faculty who are most friendly and they will teach you very easily and the way of teaching is very good",Some computer systems in the laboratory does not work properly. The management have to take action for this. | The support for extracurricular activities still need to be improved.
450,Sandip University,3.8,"Security is very good for the college, not for the students | Teaching staff are very great and having good knowledge of their field | Security is very good for the college, not for the students",The canteen food quality is worst need to change the quality. | The food of mess is so bad in test and not well and spicy
451,IIMT University - [IIMTU],3.8,"The thing that i liked about this university till now is the psychology lab. | Faculty members, are good in this college they all are supportive | The thing that i liked about this university till now is the psychology lab.",The environment is not good and placements are also not that I expected
452,Bengal College of Engineering - [BCE],3.2,The environment is good and the campus is big. | The campus feels peaceful and seniors are supportive.,Some of the teachers have less knowledge about their subjects. | The faculty of our college is less as compared to other colleges
453,Apex University - [AU],4.2,"Atmosphere of the college is very good which I liked very much | Many big company come to visit and they offer very good package .placement is very good .Every year students get placement in well reputed and renowned companies , curricilum is excillenet ..................... | Atmosphere of the college is very good which I liked very much",There is no gym in the university which is a bad thing. | College will not taken strict action against bad behaviour in college
454,JSS Science and Technology University -[JSSSTU],4.2,The placements of the college are among one of the best in Karnataka. | The campus life of the college is great with greenery all around the campus and the Mysuru weather is icing on the cake | The placements of the college are among one of the best in Karnataka.,We don't have the seperate lab facility that was the difficult thing. | The coding culture is bad as most of the students are focussed on academics only.
455,Dev Bhoomi Uttarakhand University - [DBUU],3.7,The location of college is the best ie in the woods which gave student a best environment for studies | The snack areas and cafe in the collage which serve very good food | The location of college is the best ie in the woods which gave student a best environment for studies,The account section is very bad we have to wait for hours to submit the fees | The canteen experience was not good the owner is a moron
456,Eternal University - [EU],4.0,"Everything was good in eternal University including faculty members | Lab is well equipped, instruments like HPLC are there. | Teachers are very supportive and friendly.",Administration things take long time for work
457,Sardar Patel University - [SPUBGT],3.8,"The campus is very beautiful and it is very easy to get there from my city because the campus is in very close to my city | Faculty of agriculture department is very supportive and humble for everyone | The faculty's expertise, teaching methods, and mentorship quality.",The management and fee structure is little bit confusing because they take sudden decision and inform us in the last moment | I don't know why but other faculties teacher doesn't respect our agriculture students the always bully and underestimate us
458,Aalim Muhammed Salegh College of Engineering - [AALIMEC],3.9,Computer lab neat and spacious all ways clean and neatly mainted | Every computer has all new software and hardwares | The Curriculum and the lab practicals to gain more practical knowledge,"PT teacher, she doesn't allow us for any type of sports and physical training | There are no male staff in my department that makes our department to look like getting sympathy from other department staff."
459,Accurate Institute of Management and Technology - [AIMT],3.7,The faculty is also awesome and faculty are motivated to all the students in learning period and placement time . | The best thing in this college provide 100% placement for each and every students | The faculty is also awesome and faculty are motivated to all the students in learning period and placement time .,Some time classes are very long so i feel like so bad | The College Hostel Are Not Good As You Were Paying 82000 For The 3 Sheeter Hostel Room
460,Asians Institute of Technology,3.6,no pros found,no cons found
461,Bhoj Reddy Engineering College for Women,4.2,We have the best faculty in our campus and we like that. | It is very good for education all the faculty will help us alot | We have the best faculty in our campus and we like that.,Very bad food in canteen and waring Id card until we are in college | There are no fests like mallareddy that is one bad thing about college.
462,Budge Budge Institute of Technology - [BBIT],3.9,I like everything in this college this is the best college | I talked with seniors and they told me that it's placement is very good. | I like everything in this college this is the best college,College in a out of city so there is a no good resturant and cafe in 2 under 3km | Campus invoirment is not good students are talinh any things any where.
463,Calcutta Institute of Technology - [CIT],3.9,"In my college, the electrical department is the best department because it has the best infrastructure and faculties in our college. | Every year, Flipkart specially provides an opportunity to final year students in their earn & learn scheme. | In my college, the electrical department is the best department because it has the best infrastructure and faculties in our college.","As a former student, I can say that the structure of the course was not good. Teachers are not properly teaching the classes, labs are poor, and very few instruments are available. However, at the time of exams, teachers are putting too much pressure on students. | There are other scholarships for SC, ST, and OBC who are domiciled in West Bengal."
464,Camellia Institute of Technology - [CIT],3.9,"Very good, my faculty teacher is also very helpful. We have a WhatsApp group where we can easily contact our faculty teacher when needed. | There were many strikes held inside the college for placement. To be very true, there is not much hope from the college in the field of internships, but yeah, good and excellent students do find ways to get a good job. | Very good, my faculty teacher is also very helpful. We have a WhatsApp group where we can easily contact our faculty teacher when needed.","If you are coming here for a job, then its a bad idea. If you just want to learn and get the degree, then you should come. | The food in the hostel comes from the college canteen, and the quality of the food is also not good"
465,City Engineering College - [CEC],3.3,the faculty is good with skilled teachers and extensive teaching experience | the facilities and equipments are good with access to everything | College environment and the atmosphere of the college,the campus is very small with only two buildings | the peer is not that great or at least according to my liking. there are good people tho
466,Dream Institute of Technology,4.0,no pros found,no cons found
467,Jaya Engineering College - [JEC],3.3,"Good, trained staff and HOD also students. Three to four exams will be conducted. | Many automation internships are conducted by different companies, based on PLC, LabVIEW, and MATLAB. | Good, trained staff and HOD also students. Three to four exams will be conducted.","Learning the stuff they taught you in books is inadequate for getting placed in companies. | The gifts were toothpicks and pen stands, as if we were so poor that we couldnt afford toothpicks and lacked oral hygiene, so they thought."
468,KLN College of Engineering - [KLNCE],3.7,The campus has good sports facility with biggest indoor stadium in madurai | Conducting every year cultural program was good because to develop a student talent. | The campus has good sports facility with biggest indoor stadium in madurai,Canteen area is very small and canteen food is only average | The college is in a remote place and in outer city.
469,Kamaraj College of Engineering and Technology - [KCET],3.9,"Labs are the best places for applying what we learn; they assist us in learning on our own. | The internship was good. We had a scholarship that helped us in many ways, and we also had some sponsors. Additionally, we gained a lot of good information, and the relationship between staff and students was very good. | Labs are the best places for applying what we learn; they assist us in learning on our own.","It is not research-based; they are always concerned with the results, so they never give any opportunities for research. It is really bad because they never allow us to participate in other college events on working days. | There is no such term called internship in our college. Few companies were expected to pay a stipend after they recruited a few of our employees in the campus interview, but it didnt happen."
470,MCKV Institute of Engineering - [MCKVIE],3.6,"Anti ragging Campus, All senior and teachers are very good . | Strict rules, good faculties, very good lab amenities, good lab instructors | Anti ragging Campus, All senior and teachers are very good .",College campus is very small compared to every college in my locality. | Our campus size is very small .and our class is kinda wierd
471,Mahakal Institute of Technology - [MIT],4.0,"Campus life is excellent because the college is situated on thed outskirts of ujjain and dewas. | Our exam consists of two unit test, and they take the marks of the best of one. | Campus life is excellent because the college is situated on thed outskirts of ujjain and dewas.",The canteen was so small and there are only samosa and some cold drinks available in the canteen.
472,Mangalam College of Engineering Ettumanoor - [MLM],3.5,"This course is the best part of engineering, and this college brings out the best in it. | Renowned companies such as Oberoi, Reliance Trends, Lifestyle, Radisson, etc., take part in the placement process and offer attractive packages to the students. | This course is the best part of engineering, and this college brings out the best in it.","Only call centers offer on-campus placements, but students were placed in off-campus placement drives. | It is the slowest network that I have ever used in my life. Small, full-time working library, but it is not always allowed for students."
473,Moradabad Institute of Technology - [MIT],3.4,Supportive faculty : They give you 24*7 support for your study for excellent marks | Teachers are quite good and they are knowledgeable as well . | Supportive faculty : They give you 24*7 support for your study for excellent marks,I am not satisfied with the extra subject have for which authority takes extra charges and subjects that of no use
474,Muffakham Jah College of Engineering & Technology - [MJCET],4.1,Campus life is very good and there are a lot of plants and trees around. | One of the standout features of Muffakham jah college is its exceptional faculty. | Campus life is very good and there are a lot of plants and trees around.,Curriculum is a bit outdated because it is affiliated to Osmania university | Some times teachers also act very strictly and they try to reach parents for small issues.
475,Nalla Malla Reddy Engineering College - [NMREC],3.6,Good library assistance and the placement office faculty are too good | The sports meet in our college where it is too good eye fest to watch | Good library assistance and the placement office faculty are too good,The PET of our college are strict and mobile phones are not allowed to college That makes the college worst | Phones are not allowed to bring college which is quite disappointing
476,Narasaraopeta Engineering College - [NEC],3.9,"The nec is the best college I like all things in clg like clg , placement. | In my collage campus is very pleasant for the students for studying purpose | The nec is the best college I like all things in clg like clg , placement.",Some area of the college is very dirty in rainy season | Mobile network is weak in the campus and canteen food is not good
477,Oriental Institute of Science and Technology - [OIST],4.1,"During my time at Oriental Institute of science and technology , I appreciated the strong emphasis on theoreticals knowledge in th curriculum, which provided a solid foundation for my field of study | the campus infrastructure was modern and well-maintained with ample resources for academic pursuitts | College dress is excellent and can have colour dress on Saturday",the lack of practical application in coursework
478,Sri Sai Ranganathan Engineering College - [SSREC],3.9,no pros found,no cons found
479,SKR Engineering College,3.5,"Positive things placement , transportation. | Good institution and infrastructure is good.",They need to increase sports activity will be better | Need to increase training for skills growth
480,Sagar Institute of Science and Technology - [SISTec] - Sagar Group of Institutions,4.2,The teachers of our college is well educated and have master degree in their own subjects. | The teachers of our college is well educated and have master degree in their own subjects | The teachers of our college is well educated and have master degree in their own subjects.,Average package shown on official website is a little bit bloated i think which is not a good point | I also don't like to waste time by and fool work
481,Sai Vidya Institute of Technology - [SVIT],4.2,National Cadet Corps is one of the best things in our college | The group of friends i got here are the best ones. | National Cadet Corps is one of the best things in our college,The computers in library is quite slow which is quite hassle | Network on the ground floor is very poor and college wi-fi is accessible but speed is very slow.
482,Sikkim Manipal Institute of Technology - [SMIT],4.3,"The course will be done online, and they also provide good guides to help the students. | I get companies like Wipro, Medtronic, and Infosys for internships and jobs, both offering a good stipend during the internship. | The course will be done online, and they also provide good guides to help the students.","It is expected that PhD students should not look for placements, but there are few cases where PhD students are placed in an R&D cell in some organization. | The college fee for the CSE department is 315,000. For the other departments, it is slightly lower, and for the Sikkim people, it is significantly lowerÂapproximately half of our fee."
483,Sri Ramakrishna Institute of Technology - [SRIT],4.0,"There is no doubt that computer science is one of the best courses in this college. | I have no idea about that, but my senior students had many internships with several companies. | There is no doubt that computer science is one of the best courses in this college.",The infrastructure of the college was quite poor | The college was in the outer and it didn't had any shop to buy stationary inside the college it will quite difficult for hostel students
484,Sri Shakthi Institute of Engineering and Technology - [SIET],3.7,"We have had excellent lecturers and professors who simply walk into the class and immediately start discussing a topic, which they explain very well. | You can ask teachers for the best companies to intern at; they will guide you. | We have had excellent lecturers and professors who simply walk into the class and immediately start discussing a topic, which they explain very well.","I did not take up the placement as I had other ideas. Well, a dozen companies offered internship programs, and some of them were all work and no pay, while some of them offered a stipend between 6k and 12k. | There is a problem with the hostels average facilities available. There are no issues with the water supply, but cleanliness is a major concern. Additionally, its location is far away from the city, which may pose difficulties for necessary needs"
485,Thejus Engineering College,4.2,"faculties are good the help with study materials, encourage to do projects (working models) for tech fests, the classes they took are good, they see that each child in the class understands the topic and revives it during exams. | For a student in computer science or an electronics department it's there is a good chance that you will be placed from college itslf. | faculties are good the help with study materials, encourage to do projects (working models) for tech fests, the classes they took are good, they see that each child in the class understands the topic and revives it during exams.",We get the sports time only after college working hrs which makes the student life difficult in sports career.
486,Prestige Institute of Management & Research - [PIMR],3.7,"In our college, so many subjects are there, but mostly b.tech student is there, in engineering, so many fields is there, and in every branch of engineering, placement status is good. | Some time placement start from 3rd year it's self it company like gold man sachs hcl wipro infosys murity and l&t howells and place from ex background the highest cost 33lakh per annum. | In our college, so many subjects are there, but mostly b.tech student is there, in engineering, so many fields is there, and in every branch of engineering, placement status is good.",no cons found
