Serial No.,College Name,Company,Package,Job Roles,Headings
251,Amity University,Average Package,INR 5.04 LPA,No data found,"Particulars, Amity University Gwalior Placement Statistics (2023)"
251,Amity University,Job Opportunities,"2,147",No data found,"Particulars, Amity University Gwalior Placement Statistics (2023)"
251,Amity University,Companies,204,No data found,"Particulars, Amity University Gwalior Placement Statistics (2023)"
251,Amity University,Placement Rate,93.88%,No data found,"Particulars, Amity University Gwalior Placement Statistics (2023)"
251,Amity University,Total Offers Received,379,No data found,"Particulars, Amity University Gwalior Placement Statistics (2023)"
251,Amity University,Students Placed,322,No data found,"Particulars, Amity University Gwalior Placement Statistics (2023)"
251,Amity University,Students with Multiple Offers,50,No data found,"Particulars, Amity University Gwalior Placement Statistics (2023)"
251,Amity University,Dual Offers,57,No data found,"Particulars, Amity University Gwalior Placement Statistics (2023)"
252,GSFC University,No data found,No data found,No data found,No data found
253,Federal Institute of Science and Technology - [FISAT],No data found,No data found,No data found,No data found
254,Galgotias College of Engineering and Technology - [GCET],No data found,No data found,No data found,No data found
255,Global Academy of Technology - [GAT],No data found,No data found,No data found,No data found
256,HKBK Group of Institutions,No data found,No data found,No data found,No data found
257,Sri Vasavi Engineering College - [SVEC],No data found,No data found,No data found,No data found
258,Uka Tarsadia University,No data found,No data found,No data found,No data found
259,AKS University - [AKSU],No data found,No data found,No data found,No data found
260,ITM University,No data found,No data found,No data found,No data found
261,Jagannath University,No data found,No data found,No data found,No data found
262,Babu Banarasi Das University - [BBDU],No data found,No data found,No data found,No data found
263,JIS College of Engineering - [JISCE],No data found,No data found,No data found,No data found
264,Rayat Bahra University,Number of Companies Participated,174,150,"Particulars, Placements Statistics 2023, Placements Statistics 2022"
264,Rayat Bahra University,Number of Students Placed,515,250,"Particulars, Placements Statistics 2023, Placements Statistics 2022"
264,Rayat Bahra University,Highest CTC,INR 32.5 LPA,INR 14 LPA,"Particulars, Placements Statistics 2023, Placements Statistics 2022"
264,Rayat Bahra University,Top Recruiters,"The Land Mark Group, Zscaler, Bebo Technology, Hitachi, Sun Pharma, Cloud Thing etc","Wipro, Infosys, TCS, Hitachi etc","Particulars, Placements Statistics 2023, Placements Statistics 2022"
265,Amity University,No data found,No data found,No data found,No data found
266,IILM University,No data found,No data found,No data found,No data found
267,Cambridge Institute of Technology - [CiTech],Highest International Package,6000 AED (approx INR 1.35 Lakhs),No data found,"Particulars, Placements Statistics (2023)"
267,Cambridge Institute of Technology - [CiTech],Highest Domestic Package,INR 27 LPA,No data found,"Particulars, Placements Statistics (2023)"
267,Cambridge Institute of Technology - [CiTech],Average Package (International),INR 6.65 LPA,No data found,"Particulars, Placements Statistics (2023)"
267,Cambridge Institute of Technology - [CiTech],Average Package (Domestic),INR 7.5 LPA,No data found,"Particulars, Placements Statistics (2023)"
268,RC Patel Institute of Technology - [RCPIT],No data found,No data found,No data found,No data found
269,St. Francis Institute of Technology - [SFIT],Number of Recruiters,48,101,"Particulars, Placements Statistics 2023, Placements Statistics 2022"
269,St. Francis Institute of Technology - [SFIT],Number of Offers,413,746,"Particulars, Placements Statistics 2023, Placements Statistics 2022"
269,St. Francis Institute of Technology - [SFIT],Number of Students with Packages above 5 Lakhs,176,199,"Particulars, Placements Statistics 2023, Placements Statistics 2022"
269,St. Francis Institute of Technology - [SFIT],Highest Package,INR 13 LPA,INR 20 LPA,"Particulars, Placements Statistics 2023, Placements Statistics 2022"
269,St. Francis Institute of Technology - [SFIT],Average Package,INR 5 LPA,INR 4.5 LPA,"Particulars, Placements Statistics 2023, Placements Statistics 2022"
269,St. Francis Institute of Technology - [SFIT],Top Recruiters,"Blue Star, Capgemini, TCS, Tech Mahindra, Voltas, Mindcraft","Byju’s, NetMeds, Titan, Vodafone, Reliance Jio, Axis Bank","Particulars, Placements Statistics 2023, Placements Statistics 2022"
270,ICFAI University,No data found,No data found,No data found,No data found
271,Atharva College of Engineering,No data found,No data found,No data found,No data found
272,Don Bosco Institute of Technology - [DBIT],Placement Percentage,95%,80%,"Particulars, Placement Statistics 2022, Placement Statistics 2021"
272,Don Bosco Institute of Technology - [DBIT],% of Students Opting for Higher Studies,10%,14%,"Particulars, Placement Statistics 2022, Placement Statistics 2021"
272,Don Bosco Institute of Technology - [DBIT],% of Dream Packages Offered,55%,17%,"Particulars, Placement Statistics 2022, Placement Statistics 2021"
272,Don Bosco Institute of Technology - [DBIT],% of Non-Dream Packages Offered,40%,63%,"Particulars, Placement Statistics 2022, Placement Statistics 2021"
272,Don Bosco Institute of Technology - [DBIT],Top Recruiters,"Capgemini, Toothsi, Jio, Infosys, Royal Enfield, L&T, Capgemini, Link Group, Tata Consultancy Services, etc.","Federal Bank, Just Dial, L&T Associates, Delta X, Zycus, Seclore, BYJUs, SAP, Godrej, etc","Particulars, Placement Statistics 2022, Placement Statistics 2021"
273,GNIOT Group of Institutions - [GNIOT],No data found,No data found,No data found,No data found
274,Jeppiaar Engineering College,No data found,No data found,No data found,No data found
275,Karpagam College of Engineering - [KCE],No data found,No data found,No data found,No data found
276,KIET Group of Institutions - [KIET],Adani,6 LPA,GET,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Bhanzu,9-11 LPA,NA,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Blinkit,4 LPA,Assistant Store Manager,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Dixon Technologies,4.8 LPA,Production Operator,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Hul,10 LPA,GET,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Planetspark,4.1 LPA,Business Development Counsellor,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Schwing Stetter,4 LPA,GET,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Sms,5 LPA,GET,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Tcs,3.36-11.5 LPA,IT,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Torrent Gas,4.25 LPA,GET,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Travelan,5.4 LPA,Business Development Associate/ Relationship Manager/ Finance Associate,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Wirtgen,7 LPA,GET,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Accenture,4.5 LPA -6.5 LPA,Associate Software Engineer,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Adani Iocl,6 LPA,GET,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Air Liquide Engineering,8 LPA,GET,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Airtel,5.5 LPA,Security And Cloud Operation,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Artech Infosystem Pvt Ltd,NA,Associate Recruiters,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Benori,4 LPA,Research Analyst,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Contata Solution,4.5 LPA,"Trainee,","Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Controlz,5 LPA,GET,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Cvent,6 LPA,Associate Product Consultant,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Dcs Plus,4 LPA,Intern,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Delta X,7 LPA,Associate Product Engineer,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Delta X,6 LPA,Associate Product Engineer,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Dxc,4.5 LPA,Associate Professional,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Easyecom,3.6 LPA,Product Support,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Eicore Technologies Pvt. Ltd,6 LPA,Software Engineer,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Flour Daniel,7.65 LPA,GET,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Gemini Solution,6 LPA,Technical Anylist,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Grapecity,5-6 LPA,"Trainee,","Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Grappus,5.5 LPA,Software Developer,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Hashedin,8.1 LPA,"Trainee, Engineer","Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Ideas91,3 LPA,Product Sourcing Lead,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Infogain,4 LPA,Associate Software Engineer,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Investwell,4 LPA,Software Development Engineer,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Ion Group,14 LPA,Technical Analyst,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Isgec,5 LPA,GET,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Jsw,10-12 LOA,GET,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Lambda Test,4.5 LPA,Business Development,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Mamsys Consulting Services Ltd,4-6 LPA,Assistant System Engineer,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Maq Software,7.5 LPA,Software Engineer,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Miq,6.5 LPA,Intern,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Mirketa,4 LPA,Full Stack Developer,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Mitsogo,4 LPA,"Trainee,","Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Motherson Technology Services Ltd,3.5 LPA,GET,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Newgen 1,4.25 LPA,Software Engineer,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Newgen 4,4.25 LPA,Aws,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Nucleus Software,4.33 LPA,Assistant Software Engineer,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Orangewood Labs,6 LPA,Robotics Intern,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Ppgcl,4.5 LPA,GET,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Procdna,5 LPA,Data Engineering Associate,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Renew,4.5 LPA,GET,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Ril,8 LPA,GET,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Rmsi Pvt Ltd,4 LPA,Image Analyst,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],S&P Global,9 LPA,Quality Assurance,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Samsung,3.6 LPA,R&D Engineer,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],E District,4-6 LPA,Software Developer,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Sekisui Dljm Moulding,3 LPA,GET,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Simplify,5LPA,Software Intern,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Square Boat,4-5 LPA,"Trainee,","Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Tech Mahindra,3.25 LPA,Graduate Engineer Trainee,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Tech Mahindra,5.10 LPA,Associate Data Anylist,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Telesys Software,5 LPA,Junior Software Developer,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Ukg,14 LPA,Intern,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Webkul,3.2 LPA,Engineer Trainee,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Wika,4 LPA,GET,"Company Name, Package Offered, Role Offered, Branches Eligible"
276,KIET Group of Institutions - [KIET],Zigam,6-8 LPA,"Trainee,","Company Name, Package Offered, Role Offered, Branches Eligible"
277,PES College of Engineering - [PESCOE],No data found,No data found,No data found,No data found
278,Raghu Engineering College - [REC],No data found,No data found,No data found,No data found
279,Symbiosis Institute of Technology - [SIT],No data found,No data found,No data found,No data found
280,Terna Engineering College Navi Mumbai,No data found,No data found,No data found,No data found
281,Vivekanand Education Society Institute of Technology - [VESIT],No data found,No data found,No data found,No data found
282,Sreenidhi Institute of Science and Technology - [SNIST],Number of Companies Participated,250+,No data found,"Batch, 2021"
282,Sreenidhi Institute of Science and Technology - [SNIST],Highest CTC,INR 38 LPA,No data found,"Batch, 2021"
282,Sreenidhi Institute of Science and Technology - [SNIST],Average CTC,INR 5.5 LPA,No data found,"Batch, 2021"
282,Sreenidhi Institute of Science and Technology - [SNIST],Top Recruiters,"Google, Infosys, IBM",No data found,"Batch, 2021"
283,Paavai Engineering College (Autonomous),No data found,No data found,No data found,No data found
284,Assam Don Bosco University - [ADBU],No data found,No data found,No data found,No data found
285,RK University - [RKU],No data found,No data found,No data found,No data found
286,Baddi University of Emerging Sciences and Technologies - [BUEST],No data found,No data found,No data found,No data found
287,Sai Nath University,Number of Recruiters,40,45+,"Batch, Placement Statistics 2019-20, Placement Statistics 2020-21"
287,Sai Nath University,Number of New Recruiters,-,5,"Batch, Placement Statistics 2019-20, Placement Statistics 2020-21"
287,Sai Nath University,Number of Offers,180,200+,"Batch, Placement Statistics 2019-20, Placement Statistics 2020-21"
287,Sai Nath University,Percentage of Students Placed,100%,100%,"Batch, Placement Statistics 2019-20, Placement Statistics 2020-21"
287,Sai Nath University,Students with Multiple Offers,160,180,"Batch, Placement Statistics 2019-20, Placement Statistics 2020-21"
287,Sai Nath University,Highest CTC,INR 10 LPA,INR 21 LPA,"Batch, Placement Statistics 2019-20, Placement Statistics 2020-21"
287,Sai Nath University,Average CTC,INR 3.7 LPA,INR 4.2 LPA,"Batch, Placement Statistics 2019-20, Placement Statistics 2020-21"
288,GITAM,No data found,No data found,No data found,No data found
289,Yenepoya University,No data found,No data found,No data found,No data found
290,DAV University,No data found,No data found,No data found,No data found
291,Pacific University,No data found,No data found,No data found,No data found
292,ICFAI University,No data found,No data found,No data found,No data found
293,KCG College of Technology,No data found,No data found,No data found,No data found
294,Silicon Institute of Technology - [SIT],No data found,No data found,No data found,No data found
295,Birla Institute of Technology - [BIT],No data found,No data found,No data found,No data found
296,Birla Global University - [BGU],No data found,No data found,No data found,No data found
297,GITAM,Highest CTC,INR 32 LPA,INR 8.5 LPA,"Batch, Placement Statistics (2022-2023), Placement Statistics (2021-22)"
297,GITAM,Average CTC,INR 4.9 LPA,INR 4.5 LPA,"Batch, Placement Statistics (2022-2023), Placement Statistics (2021-22)"
297,GITAM,Top Recruiters,"Wipro, Tech Aspect","Tiger Analytics, Deloitte, Keka","Batch, Placement Statistics (2022-2023), Placement Statistics (2021-22)"
298,Medi-Caps University,No data found,No data found,No data found,No data found
299,GNA University,No data found,No data found,No data found,No data found
300,Mahindra University,No data found,No data found,No data found,No data found
301,The Neotia University - [TNU],No data found,No data found,No data found,No data found
302,Starex University,No data found,No data found,No data found,No data found
303,Institute of Engineering and Science - [IES],No data found,No data found,No data found,No data found
304,GIFT Autonomous,No data found,No data found,No data found,No data found
305,Parul University,Adani,6 - 8 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Aditya Birla,4-5 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Afformed Tech,8 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Airtel,6 - 10 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,All Btech Branches Btech Branches Btech Branchesiant Cybersecurity,6 - 10 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Anglara,7 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,August,4 - 6 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Bespoke Systema Pvt.Ltd,1.36 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,BYJUs,10 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Capgemini,5 - 7 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,CEES,6 - 10 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Ciel,6 - 8 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Corizo,7 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Credin,8 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Daikin,6 - 8 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,datalog.ai,18 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Excelr,6 - 10 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Extramarks,12.4 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Geolog,6 - 8 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Hyperlink Infosystem,4-5 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Indian Oil,12.5 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Indigo,6 - 10 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Infibeam Avenues,6 - 10 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Infomize Tehnologies,4.3 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,John Energy Ltd,5 - 10 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Juspay,6 - 10 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Krutarth Medical Systems,3 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Maxxis,2.10 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Morris Garages,6 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Nielseniq,6.3 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Nirma,5 - 8 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Novatrice,4 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Om Space Rocket Exploration,6 - 8 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Ozh Ventures Discovery Technology,4.2 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Prakash Chemical Agencies,6 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Softnautics,3.5-4.5 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Stridely Solutions,4-6 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Sunflower Lab,5 - 8 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Surgi World Healthcare System,2-5 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Synoptek,6 - 10 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Talentserve,6 TP 10 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,TCS,8 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Teklozy,6 - 8 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Urban Company,5 - 8 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Vikrant,6 - 8 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Vivansh Infotech,7 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Wipro,6 - 8 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Worley Energy|Chemicals|Resources,6 - 10 LPA,No data found,"Name of the Company, Package Offered"
305,Parul University,Zensar Technologies,5 LPA,No data found,"Name of the Company, Package Offered"
306,Dr. C.V. Raman University - [CVRU],No data found,No data found,No data found,No data found
307,Jigyasa University (Formerly Himgiri Zee University),No data found,No data found,No data found,No data found
308,Jagran Lakecity University - [JLU],No data found,No data found,No data found,No data found
309,ACS College of Engineering - [ACSCE],No data found,No data found,No data found,No data found
310,Adhiyamaan College of Engineering,No data found,No data found,No data found,No data found
311,Ajay Kumar Garg Engineering College - [AKGEC],Accenture,4.5 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],ASBL,7.5 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],Edu-Versity,6 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],HCL,4.25 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],Academor,4-6 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],ET MEDIALABS,7 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],INTELLUS DESIGN,7 LPA,Data Analyst,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],INTELLUS DESIGN,4 LPA,Web Developer,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],INTELLUS DESIGN,8 LPA,Data Scientist,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],INTELLUS DESIGN,3 LPA,Graphic Designer,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],JAKSON GROUP,5 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],ANR Software Pvt. Ltd.,3 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],Toki Enterprises,4-5 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],Certcube Labs Pvt Ltd,4-10 LPA,Cyber Security,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],Certcube Labs Pvt Ltd,3-6 LPA,Full Stack Web Developer,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],Certcube Labs Pvt Ltd,6-12 LPA,Senior Backend Product Developer,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],NTF,4 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],OSSAAK INDIA,2.4 LPA + performance-based incentive,-,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],SCALER,7-11 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],TORRENT GAS,4.25 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],Ericsson,3.75 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],HINDUSTAN ELECTRIC VEHICLES GROUP,5 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],APTCODER,4-8 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],CONCENTRIX,3 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],CHEGG INDIA,3 LPA + performance-based incentive,-,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],PARAMOUNT COMMUNICATIONS LTD.,3 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],ULTRATECH CEMENT LIMITED,5-5.5 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],BINMILE TECHNOLOGIES PVT. LTD.,3.6 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],GAINERS INDIA,4.6 LPA,Sales Executive,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],GAINERS INDIA,2.4-4.2 LPA,MIS Executive,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],NEXGEN INDUSTRIAL SOLUTIONS PVT. LTD,3 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],AVAADA GROUP,4 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],E2E RESEARCH SERVICES Pvt. Ltd.,3-3.5 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],MOTHERSON GROUP,2.4 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],Propseller India Pvt. Ltd.,Upto 3 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],ILJIN Electronics (I) Pvt. Ltd,3 LPA,Non R&D,"Company Name, CTC Offered, Role, Branches Eligible"
311,Ajay Kumar Garg Engineering College - [AKGEC],ILJIN Electronics (I) Pvt. Ltd,3.5 LPA,R&D,"Company Name, CTC Offered, Role, Branches Eligible"
312,Atria Institute of Technology,No data found,No data found,No data found,No data found
313,Bhubaneswar Engineering College - [BEC],No data found,No data found,No data found,No data found
314,College of Engineering Bhubaneswar - [COEB],No data found,No data found,No data found,No data found
315,Guru Tegh Bahadur Institute of Technology - [GTBIT],No data found,No data found,No data found,No data found
316,Krishna Engineering College - [KEC],No data found,No data found,No data found,No data found
317,Meerut Institute of Engineering and Technology - [MIET],2022-23,103,126,"Academic Year, Total No. of Students, No. of Students Placed, Highest Package"
317,Meerut Institute of Engineering and Technology - [MIET],2021-22,93,120,"Academic Year, Total No. of Students, No. of Students Placed, Highest Package"
317,Meerut Institute of Engineering and Technology - [MIET],2020-21,90,119,"Academic Year, Total No. of Students, No. of Students Placed, Highest Package"
