Serial No.,College Name,Info
397,Rama University,"Rama University will be soon accepting applications for the academic session 2024. Interested candidates can apply for admission to various courses either through online or offline mode. The university accepts admission to its various courses based on RUET, CUET or valid scores in national-level entrance examinations. Rama University Kanpur holds the approval of UGC & AICTE. Rama University comprises of three campuses offering  63 PG courses and 22 UG courses in the disciplines of Science and Agriculture, Technology, Humanities, Business Management, etc. | The candidate's success in the CUET and RUET (Rama University Entrance Test) determines their ultimate admission status, which is then followed by a personal interview and counseling session. At the time of admission, Rama University levies a registration fee of INR 6000.  The university also accepts national-level examination scores like NEET, GATE, CAT, MAT etc."
398,Birla Institute of Technology - [BIT],"Bioinformatics and Computational BiologyBirla Institute of Technology (BIT) Jaipur was established in 1995 and is affiliated to BIT Ranchi. It is approved by AICTE and UGC. BIT Jaipur offers admission in B.Tech, B.Sc., BBA, BCA, MCA, M.Sc. and Ph.D. admissions are both entrance and merit-based. Applications are accepted online. | Admissions to the B.E program are through Joint Seat Allotment Authority (JoSAA). The students are eligible to apply only if they pass 10+2 with PCM with 45% aggregate and have qualified JEE Main exam."
399,Institute of Advanced Studies in Education - [IASE University],"Institute of Advanced Studies in Education is a deemed University which offers a variety of programs. Even though the B.Ed. and M.Ed. programs occupy a significant role, the University offers courses in engineering, arts & science as well as in management. | Most of its courses like B.E. / B.Tech, B.Ed., and M.Ed. require the candidates to clear the concerned entrance examinations. The B.E. / B.Tech program requires RPET qualification for admission. Both B.Ed. and M.Ed. require the PTET and PMET qualifications, respectively. The Ph.D. program also requires the candidates to clear the State Entrance Exam."
400,Jayoti Vidyapeeth Women's University - [JVWU],"Jayoti Vidyapeeth Women’s University (JVWU) offers more than 120 academic programs in English and Hindi medium. The college offers courses in various streams such as Arts, Science, and Commerce at Undergraduate, Postgraduate and Ph.D. levels. The university also offers several Diploma courses with UG and PG combinations for a duration of 2 years to 7 years. Admission at JVWU Jaipur is entrance-based for most of the courses. However, the university also provides direct admission based on merit in previous qualifying examinations. Details have been given below:"
401,Anurag College of Engineering - [ACE],"Anurag College of Engineering offers B.Tech and M.tech programs in top branches of Engineering namely– Mechanical Engineering, Computer Science Engineering, and Electronics and Communication Engineering. | The admissions policy for the institution is entirely under the supervision by the AP State Govt., rules. For admission to the B.Tech program, candidates can seek under two categories."
402,Agni College of Technology,"Agni College of Technology (ACT), was established in 2001 by Sri Balaji Charitable and Educational Trust to impart education in Engineering Technology. Agni College of Technology has been consistently ranked among the top 50 self-financing Engineering colleges in Tamil Nadu and follows the guidelines laid by Anna University for admissions."
403,Bengal College of Engineering and Technology - [BCET],"BCET offers several undergraduate and postgraduate programs in Engineering & Technology, and Management, namely, B. Tech, BBA, BCA, and MBA. The B. Tech and MBA programs are duly approved by AICTE, while three of the B. Tech degrees (Mechanical, Electrical, and Computer Science and Engineering) are accredited by NBA."
404,Chandigarh Engineering College - [CEC] Landran,"Chandigarh Engineering College, established in 2002 is a part of Chandigarh Group of Colleges, Landran Campus, Mohali. The college is affiliated to the Punjab Technical University."
405,Delhi Technical Campus - [DTC],"Delhi Technical Campus (DTC) is a private institute located in Jhajjar, Haryana and was established in the year 2011. DTC is affiliated to MD University, Rohtak. The Institute offers UG and PG courses in B.Tech. in (Civil Engineering, Computer Science & Engineering, Electrical & Electronics Engineering, Electronics & Communication Engineering, Mechanical Engineering and Applied Science & Humanities), BBA and MBA. | Read More: Delhi Technical Campus Fees Structure"
406,Dr. B.C. Roy Engineering College - [BCREC],"Dr. B.C. Roy Engineering College was founded in 2000 and is situated in Durgapur, West Bengal. The College is affiliated to Maulana Abul Kalam University of Technology, Kolkata and is approved by AICTE and NBA."
407,Erode Sengunthar Engineering College,"Erode Sengunthar Engineering College is a private college located in Erode, Tamil Nadu. Established in 1996, the institute is affiliated to Anna University. The institute provides BE/B.Tech degree at Undergraduate level, and ME, MCA and MBA degree at the Postgraduate level."
408,Geethanjali College of Engineering and Technology - [GCET] Keesara,"Geethanjali College of Engineering and Technology is an autonomous institute approved by AICTE. Under the UG domain it offers B.Tech. courses in 8 specializations and in the PG domain it offers M.Tech. and MBA programmes. | 70% of the seats are allotted for the merit students based on their rank in the entrance exam, and 30% of the seats are allocated under NRI/Management quota."
409,IILM University,"IILM Academy of Higher Learning was established in 2001 as a private institute. It is approved by All India Council for Technical Education (AICTE) and is affiliated to AKTU, Lucknow. It is located in Greater Noida, Uttar Pradesh. IILM Academy of Higher Learning, Greater Noida offers UG and PG courses in Engineering & Technology and Management Studies."
410,Inderprastha Engineering College - [IPEC],"Inderprastha Engineering College (IPEC), Ghaziabad Admission 2024 is open. IPEC Ghaziabad offers 6 B.Tech courses in Computer Science and Engineering, Artificial Intelligence and Machine Learning, Data Science, Electronics and Communication Engineering, Information Technology and Mechanical Engineering and 1 M.Tech course in Computer Science Engineering. Admission to B.Tech and M.Tech at Inderprastha Engineering College (IPEC) depends upon merit in JEE Mains followed by UPTAC counselling and GATE respectively. The institute also accepts CUET scores. | The table given below shows the Inderprastha Engineering College Admission 2024 Highlights:"
411,Kanpur Institute of Technology - [KIT],"Kanpur Institute of Technology is an AICTE approved independent institution in Kanpur, Uttar Pradesh. Kanpur Institute of Technologyalso associated with Dr. A. P. J. Abdul Kalam Technical University in Lucknow. It offers UG and PG programmes in engineering, business administration, fine arts, and computer application, such as B.Tech, BFA, BFAD, BBA, M.Tech., MBA, MCA, and others. | The institute has been named one of the top business schools in Kanpur and eastern Uttar Pradesh by The Week and Times of India, respectively. Kanpur Institute of Technology has an 80% placement record with reputable recruiters like as TCS, Amazon, Mahindra, Accenture, and Infosys."
412,Kashi Institute of Technology - [KIT],"Kashi Institute of Technology, Varanasi is affiliated to Dr. APJ Abdul Kalam Technical University Uttar Pradesh, Lucknow and was established in 2008. The institute offers various undergraduate and post graduate level courses namely- B.Tech, BBA, BCA M.Tech, and MBA respectively. Read More: KIT Varanasi Fees Structure | Direct Link to Apply for KIT Varanasi"
413,Lakshmi Narain College of Technology - [LNCT],"Lakshmi Narain College of Technology (LNCT) offers a number of courses in the fields of Engineering and Technology, as well as Diploma courses. Admissions currently operates in 13 different departments. Admission to the courses offered at this college are conducted on the basis of both Entrance and Merit. | Application to the courses offered is conducted Online through the Official website of LNCT. more details on admission have been given below:"
414,Meenakshi Sundararajan Engineering College - [MSEC],"Meenakshi Sundararajan Engineering College (MSEC) is a self-financed institution affiliated to Anna University. It is located in Kodambakkam, Chennai and was established in 2001. | Presently, Meenakshi Sundararajan Engineering College offers B.E, B.Tech and M.E degree programs on a full-time basis to students. For admissions, the guidelines set by Anna University are followed."
415,Nandha Engineering College - [NEC],"Nandha Engineering College offers B.E. courses for 9 different specializations, M.E. courses for 4 specializations along with MCA and various MBA courses on 9 different specializations. This college is situated in Vaikkal Medu, Perundurai which is in the district of Erode, Tamil Nadu State, India. NEC attained an autonomous state in March 8, 2013 and it is accredited to NAAC & NBA. | Some of the important highlights in the admission of Nandha Engineering College was listed in the below table."
416,Pragati Engineering College,"Established in the year 2001, Pragati Engineering College  is an autonomous institute in Surampalem, East Godavari District, Andhra Pradesh. An AICTE-approved college, PEC has been accredited by the NBA, and rated by NAAC with an ‘A’ grade. | There are six specializations available under both the B.Tech and M.Tech courses that are taught here. If a student wants to apply for B.Tech, they need to have passed 10+2 in the Science stream, and taken either the AP EAMCET or JEE-Main. For M.Tech, a candidate must have a B.Tech degree with 50% marks and a valid GATE score card."
417,Prathyusha Engineering College - [PEC],"Prathyusha Engineering College, Thiruvallur was founded by Shri P. Raja Rao in the year 2001 with an aim to promote engineering education along with quality technical knowledge. PEC offers Engineering courses at undergraduate and postgraduate levels. | The institute is spread over a 450 acre eco-friendly campus and is affiliated to Anna University. It was ranked at 5th place amongst the  497 engineering colleges of Tamil Nadu in the year 2017-18. It was accredited ‘A’ grade by NAAC and all its programmes are accredited by NBA."
418,RCC Institute of Information Technology - [RCCIIT],"Established in the year 1999, RCC Institute of Information Technology (RCCIIT), located in Kolkata, is a collaborative venture of the Ministry of Information Technology, Government of India and the Department of Higher Education, Government of West Bengal formed by the Department of Higher Education of the nation. RCCIIT offer various courses in technical and information technology disciplines for UG and PG."
419,RMD Engineering College,"Started in 2001-2002, RMD Engineering College (RMDEC) is a renowned engineering institute located at Kavaraipettai, 35km from Chennai. Affiliated to Anna University, RMD Engineering College (RMDEC) currently offers five UG programs in Engineering and Technology, a PG program inEngineeringalong with MBA and MCA course."
420,Sambhram Institute of Technology - [SAIT],"Sambhram Institute of Technology offers B.E. in five disciplinesa and M.Tech (CSE). BTech admissions at SAIT is based on KCET, COMEDK etc. For MTech admissions, PGCET Score is accepted. Also some particular seats are reserved for management quota as well. | Sambhram Institute Of Technology was established in 2001, located in Bangalore. The institute is affiliated to Visvesvaraya Technological University, Belagum. It is approved by AICTE and is also accredited by the National Board of Accreditation. It ranked 47th in top private engineering colleges all over India and 5th in Karnataka."
421,Sphoorthy Engineering College - [SPHN],"Sphoorthy Engineering College was established in 2004 with the approval from AICTE. It has a permanent affiliation with Jawaharlal Nehru Technological University (JNTU), Hyderabad. | The institute offers a B..Tech. in the discipline of Computer Science and Engineering, Artificial Intelligence and Machine Learning, Data Science, Cyber Security, Robotics and Automation"
422,Sri Eshwar College of Engineering - [SECE],"Sri Eshwar College of Engineering (SECE) is a private autonomous engineering institute in Coimbatore, Tamil Nadu, affiliated to Anna University, Chennai. The college has 6 academic departments."
423,SJB Institute of Technology - [SJBIT],"SJB Institute of Technology is situated in Kengeri, Bangalore, and is one of the leading Engineering & Management instiutions of India. The institute offers a BTech program at the UG level in 8 different specialisations. For admission to B.Tech, candidates are required to complete 10+2 in the Science stream and take the KCET. The KCET or the COMED K cutoff will be the deciding factor for taking admission at SJBIT for its BTech program. Also, the institute offers MTech program at the PG level in 2 different specialisations. SBJIT allows MTech admission through the Karnataka PGCET/ Management quota. Furthermore, SBJIT offers other PG programs like MBA and MCA programs through the scores of KMAT/ Karnataka PGCET. SJB Institute of Technology offers Research programmes i.e., PhD in 7 different specialisations. Candidates must have an MTech degree to be eligible for the PhD program and further, have to take the VTU Eligibility Test for Research for the final selection."
424,The Oxford College of Engineering,"The Oxford College of Engineering located in Bommanahalli, Bangalore offers M.Tech, MBA, MCA, and BE courses for admission. The admission is offered based on entrance scores. | The candidates who wish to apply in any of these courses can apply online by visiting the official website of The Oxford College of Engineering."
425,Bhilai Institute of Technology - [BITR],"Bhilai Institute of Technology (BIT). Raipur is a private engineering college established in the year 1986. It is affiliated to Chhattisgarh Swami Vivekanand Technical University (CSVTU), Bhilai. BIT, Raipur offers undergraduate and postgraduate level courses focusing on the field of Engineering and Technology."
426,Jaipur Engineering College - [JEC],"Jaipur Engineering College (JEC) is a private institute established in 2000 in Jaipur, Rajasthan. It is affiliated to Rajasthan Technical University, Kota. The institute is approved by All India council for Technical Education (AICTE), New Delhi.The College offers two courses viz. B.Tech and M.Tech programs. B.Tech is a regular program of 4-years duration with 8 specializations. M.Tech is a 2-years duration course with 4 disciplines. | 2.1 Selection Process"
427,Vidyavardhaka College of Engineering - [VVCE],"Vidyavardhaka College of Engineering (VVCE), Mysuru is affiliated to Visvesvaraya Technological University (VTU), Belagavi. The institute offers B.E. in 6 disciplines and M.Tech in 3 different specializations, besides MBA programs. Application forms may be filled offline also."
428,Vidya Jyothi Institute of Technology - [VJIT],"Vidya Jyothi Institute of Technology (VJIT), Hyderabad was established in 1998 by Vidya Jyothi Educational Society and is affiliated to JNTU Hyderabad. It is located on the way to Chilkur Balaji Temple from Mrugavani National Park. | Vidya Jyothi Institute of Technology is approved and accredited by AICTE, UGC and NAAC. The institute offers undergraduate and postgraduate programs. B.Tech course is offered in six specialisations. The institute also offers B.Tech lateral programme."
429,GITAM,"GITAM was established in 1980. GITAM institutions include GITAM Institute of Technology, GITAM Institute of Science, GITAM Institute of Management, GITAM School of International Business, GITAM Institute of Pharmacy, GITAM School of Architecture, GITAM School of Law, GITAM Institute of Medical Sciences and Research, GITAM School of Nursing, Centre for Distance Learning (CDL) and GITAM School of Gandhian Studies."
430,Modern Vidya Niketan - [MVN University],"The Modern Vidya Niketan University is a private organization began in the year 2012 under the MVN Society and since then it has grown tremendously providing graduation degree and masters’ degree in field of engineering and management. University is recognized by UGC, New Delhi and its courses are accredited to NAAC. | M.V.N. University offers several courses like Diploma in Pharmacy, Health Assistant, & Medical Laboratory Technology along with under-graduate courses such as B.Tech., B.Tech (Lateral entry), BCA, B.Sc., BBA, B.A, B.Com., B.Pharm, and BPT. It also offers post-graduation like M.Tech, MCA, MBA, M.Sc, and MPharm."
431,Arni University,"Arni University is a private institute, approved by UGC and is functioning from its campus located at Kathgarh, Kangra in the state of Himachal Pradesh. Arni university has faculty of Engineering and Technology which offers B.Tech under 6 specializations and M.Tech which is offered under 4 specializations. Furthermore, the University has Management, Computer Science, Basic Sciences, Bio-tech, Hospitality and Commerce faculties which offer undergraduate and postgraduate courses. The university also offers Ph.D programmes, for which admissions are on the basis of UGC norms. Admissions are on the basis of entrance exam conducted by Arni University i.e. AUCET or Himachal Pradesh Technical University, namely HPCET. Moreover, admissions are also offered on the basis of merit criteria as well as scores of exams like JEE-Main, GATE."
432,Bahra University - [BU],"Bahra University is a multi-disciplinary university located amidst the magnificent surroundings of Shimla hills at Waknaghat, Solan district, Himachal Pradesh. The University was established in the year 2011 by the Rayat Bahra Group and is approved by the University Grants Commission (UGC), the Bar Council of India (BCI), and Pharmacy Council of India (PCI). | Bahra University offers a wide range of undergraduate, postgraduate, and doctoral courses in the field of Engineering, Management, Computer Applications, Law, Pharmacy, Hospitality and Tourism, Journalism, Basic Sciences, and Physiotherapy.  Direct Link to Apply for Bahra University Admission"
433,Amrita Vishwa Vidyapeetham Bengaluru Campus,"Amrita, Bangalore is one of the five campuses of Amrita Vishwa Vidyapeetham. The campus is located on the outskirts of Bengaluru city in Kasavanahalli. The campus was established in 2003."
434,Sangam University - [SU],"Sangam University offers education in the field of Engineering, Science, Arts, Law, Management, Education, Yogic Science, Communication, Nutrition & Dietetics, Computer, and Pharmacy. | At UG level college offers B.Tech, BA, B.Sc, B.Com, BBA, B.Lib.I.Sc, B.Voc, B.Pharma, BNYS, BA LLB, LLM and BCA. While at PG Domain University offers M.Tech, M.Sc, MSW, MCA, and MA. Also integrated programs are offered at university like BA+ B.Ed, B.Sc + MBA, B.Sc + M.Sc, and .BSc+ B.Ed"
435,Periyar Maniammai Institute of Science and Technology - [PMIST],no data found
436,Shri Venkateshwara University - [SVU],"Shri Venkateswara University is an autonomous body established by Government of Uttar Pradesh in 2010. With a vision to make it a global centre of academic excellence, the university is promoted by Shri Bankey Bihari Educational & Welfare Trust. | SVU, Gajraula offers various courses, ranging from the level of Diploma to Research. All the courses are offered under the schools of Engineering & Technology, Commerce & Management, Mass Communication, Pharmaceutical Science, Humanities, Language & Social Science, Library & information Science, Nursing, Applied Science, Education, Agriculture Science, Design and Paramedical Science."
437,St Joseph College of Engineering,"St. Joseph's College of Engineering is located in Chennai, Tamil Nadu, India. The college is managed by the St.Josephs Educational Trust. It is affiliated to the Anna University, Chennai. | The college offers education in fields like Engineering, Administration and Computers at UG and PG level. The Undergraduate courses include Bachelor of Engineering (BE) and Bachelor of Technology (B.Tech). At PG level, the college offers Master of Engineering (ME), Master of Technology (M.Tech), Master of Business Administration (MBA) and Master of Computer Applications (MCA)."
438,Lakshmi Narain College of Technology - [LNCT],"The Lakshmi Narain College of Technology (LNCT) is a self financed Institute of M.P. started in 1993-94 which at present has a total of 2,034 seats available in undergraduate and postgraduate programmes. The college offers nine different specialisation in BE course and seven different specialisation in M.E./ M.Tech course. | The college accept admissions through various entrance exams. There are also lateral courses available for eligible candidates who want to sit in the second year directly without any entry test. Once the results of the entrance exams have been published, the candidates can visit the official website for admission updates."
439,GMR Institute of Technology - [GMRIT],GMR Institute of Technology offers a coveted B.Tech program in 8 different specializations. GMRIT also offers an M.Tech course in 7 specializations. | GMR Institute of Technology is one of the top engineering institutes in Andhra Pradesh. It was established in 1977 in the Srikakulam district of Andhra Pradesh.
440,Panimalar Institute of Technology-[PIT],"Panimalar Institute of Technology situated at Chennai, Tamil Nadu was established in the year 2008. The institute is approved by AICTE and affiliated to Anna University. The institute imparts excellent education in the field of engineering and technology offering courses like B.Tech/B.E. | Admission to these courses is based on Tamil Nadu Engineering Admission organized by Anna University. Seats in each course are allocated through the management quota on the basis of merit. Diploma and B.Sc. holders can apply for admission through lateral entry."
441,Muthayammal Engineering College - [MEC],"Muthayammal Engineering College offers Under Graduate, Post Graduate, Research program. It also accepts Lateral entry for some courses. MEC has 13 dedicated departments offering various UG, PG and P.hD courses. | MEC, Rasipuram conducts its admission through the proper application process and as per University norms;"
442,Technocrats Institute of Technology - [TIT] (Excellence),"Technocrats Institute of Technology (Excellence) was established in the year 2007. Technocrats Institute of Technology (Excellence) is an unaided private institution affiliated to Rajiv Gandhi Prodyogiki Vishwavidyalaya, Bhopal. Technocrats Institute of Technology (Excellence) offers more than 10 courses under various categories. | Technocrats Institute of Technology (Excellence) is approved by A.I.C.T.E. and Government of Madhya Pradesh."
443,Vel Tech Rangarajan Dr. Sagunthala R and D Institute of Science and Technology - [Vel Tech],"Established in 1997, Vel Tech University, Chennai is a private university and accredited by NAAC with Grade ‘A’. The college offers undergraduate, postgraduate and research level programs in the discipline of Engineering & Technology, Management, Law and Media Technology and Communication. Admission is done on the basis of the performance of the candidates in the entrance exam as well as based on the performance in the previous qualifying examination. | Vel Tech University is currently accepting applications for the academic year of 2023. Candidates can apply to the institute via online and offline mode."
444,RNB Global University - [RNBGU],"RNB Global University (RNBGU) is a private university known for providing quality education in a wide range of undergraduate, postgraduate, integrated and diploma courses. The departments in which courses are offered at RNBGU are Arts, Commerce, Engineering, Law, Management & Social Science."
445,Axis Colleges,"Axis College was established in 2010 under the aegis of Axis Educational Society with the aim of establishing an institution that provides various technical and professional courses for a better future and opportunity to the students. Axis College Kanpur offers different professional courses like M.Tech, B.Tech, B.Arch, B.FAD, B.Pharma, and others under degree programs and different diploma courses like Polytechnic, D. Pharma, Interior Design, Textile Design, and Garment Technology."
446,Amity University,"Amity University Greater Noida Admission 2024 is open now for UG, PG and Ph.D. programs. Amity University was established in 1993 but began its full operation with six different campuses in 2003. The university offers over 100 courses at diploma, vocational, undergraduate, postgraduate and doctoral levels. Amity University Greater Noida offers UG, PG and Doctoral programs in the fields of Commerce, Computer Science, Engineering, Literature, Management, Finance, Mass Communication, Travel and Tourism, Social Science, etc. | Here are the important highlights of Amity University Greater Noida Admission 2024:"
447,Netaji Subhas Institute of Technology - [NSIT],no data found
448,Excel Engineering College,"Excel Engineering College laid its foundation in the year 2007 and offers admissions to UG and PG courses in the discipline of engineering. The college has affiliation to Anna University, approved by AICTE and accredited by NAAC. | Currently, Excel Engineering College offers courses in B.E and M.E. Lateral Entry into second year of B.E are also offered."
449,Muthayammal College of Engineering - [MCE],"Muthayammal Engineering College was established in the year 2002. The college is autonomous,  approved by AICTE and accredited to NAAC. The college is affiliated to Anna University and is situated in Rasipuram city of Tamil Nadu. | MCE, RASIPURAM offers various undergraduate and postgraduate courses. At the UG level, the college offers Bachelor of Engineering (BE) in various streams. At the postgraduate level, the college offers the course Master of Engineering (ME) in various streams. The college also offers MCA and MBA courses to its students. Apart from these degree courses, the college also offers Ph.D. in various streams."
450,Sandip University,"Sandip University was established in 2015. It is located in Nashik, Maharashtra. The university offers Diploma, UG, PG and Ph.D. level courses in various fields of Law, Commerce, Management, Pharmaceutical Sciences, Computer Science and Applications, Engineering & Technology, Arts & Humanities, Social Sciences, Visual Arts & Photography, Multimedia & Mass Communication, Fashion Design & Beauty Cosmetology, and Sciences. All the courses are offered in 8 different schools of Sandip University at its Nashik and Sijoul campuses."
451,IIMT University - [IIMTU],"IIMT University (IIMTU) is a private university recognized by UGC established in 2016 in Meerut, Uttar Pradesh. IIIMTU, Meerut offers 170+ UG, PG, Doctoral, Polytechnic, and Diploma courses in the disciplines of Management, Engineering, Science, Humanities, Law, Nursing, Education, etc. The candidates applying to UG and PG courses are admitted based on the merit of the last qualifying examination and performance in personal interviews and/or group discussions. In case of admissions to M.Pharma, candidates need to clear GPAT. The final selection of Ph.D. aspirants is based on the personal interview round. | Direct Link to Apply for IIMT University Admission"
452,Bengal College of Engineering - [BCE],"Bengal College of Engineering (BCE), established in 2009, is a technical college located in Durgapur, West Bengal. The college was established by the SKS Educational and Social Trust and is affiliated to Maulana Abul Kalam Azad University of Technology (MAKAUT), West Bengal. | BCE offers undergraduate engineering courses in the fields of Computing, Electronics and Electrical Engineering. B.Tech course has a total intake of 240 students and is offered in specializations such as Computer Science and Engineering (Intake – 90), Electronics and Communication Engineering (Intake – 90) and Electrical Engineering (Intake – 60). The facility of direct admission into the second year also exists."
453,Apex University - [AU],"Apex University offers 128+ courses at UG, PG, Diploma and Doctoral levels. The university accepts Apex Common Entrance Test (ACET) & CUET UG/PG for admissions to various courses. Apex University is recognized by UGC & AICTE and is approved by BCI, PCI & NCTE. Apex University is also a member of the Association of Indian Universities (AIU). The university was ranked 1st in the emerging university of Rajasthan by Forbes India. | Direct Link to Apply for Apex University Admission"
454,JSS Science and Technology University -[JSSSTU],"JSS Science and Technology University (JSS STU) has 17 departments offering admission to 16 undergraduate programs, 25 postgraduate programs and 2 doctoral programs. | Know More:  JSS Science and Technology University Fees"
455,Dev Bhoomi Uttarakhand University - [DBUU],no data found
456,Eternal University - [EU],"Eternal University is a private university established and recognized by the Government of Himachal Pradesh in the year 2011. The University has six constituent colleges that offer undergraduate, postgraduate and doctoral courses in the fields including Engineering, Commerce, Management, Basic Science, Nursing, Public Health, Agriculture and Humanities. | The UG courses offered by Eternal University are B.Tech, B.Sc., BA, B.Com and B.Ed. Whereas at PG level, the university offers M.Tech, M.Sc., MA, M.Com, MPH, MHA, MBA and M.Com. At Research level, the university offers Ph.D. program in various disciplines."
457,Sardar Patel University - [SPUBGT],"Sardar Patel University offers education in the field of Engineering, Science, Humanities and Social Sciences, Teaching & Education, Beauty & Fitness, Hospitality & Travel, Medicine & Health Sciences, Mass Communication & Media, IT & Software, Design, Arts, Business & Management studies, and Accounting & Commerce at Diploma, UG, PG, and Doctorate level. | At Diploma level university offers PGDCA, Fashion Designing, Hotel Management, Pharmacy, Yoga, and Diploma in Engineering in 6 specializations. SPC offers BBA, BCA, B.Tech in 7 specializations, B.Sc (Hons) in 9 specializations, and B.Com (Hons) in 4 specializations at UG level. At PG level they offer M.Sc, MA, M.Com, and MBA courses."
458,Aalim Muhammed Salegh College of Engineering - [AALIMEC],"Aalim Muhammed Salegh College of Engineering (AALIMEC) was established in the year 2000 and is located in Muthapudupet, Avadi, Chennai, and Tamil Nadu. AALIMEC is affiliated to Anna University, Chennai and approved by AICTE. | Aalim Muhammed Salegh College of Engineering offers full-time B.E. course in six specializations with the total intake of 540 (including all branches) and MCA course to the aspirants."
459,Accurate Institute of Management and Technology - [AIMT],"Accurate Institute of Management and Technology is located in Greater Noida, Uttar Pradesh and was established in 2006. The institute is affiliated to AKTU. Students who have completed their 10 + 2 studies in the science stream and have secured minimum 50% marks are eligible to apply for the B.Tech. and B.Arch. (science stream not compulsory for B.Arch.) courses at AIMT.  Admission to B.Tech is based on valid scores in JEE Main. The seats left unfilled are filled directly by the Institute on the basis of merit | Accurate Institute of Management and Technology offers the MBA, MCA and PGDM at postgraduate level candidates who are holders of a Bachelor’s degree taught over a minimum of three years, and have secured 50% marks or more are eligible to apply for the MBA and PGDM programs at AIMT.MBA and PGDM selection will be based on valid scores in CAT/MAT/XAT/CMAT followed by a written test, GD, and PI by the institute."
460,Asians Institute of Technology,"Asians Institute of Technology (AIT) is located in Tonk, Rajasthan was founded in 2009 in partnership with the Govt. Of Rajasthan. Affiliated to Rajasthan Technical University, AIT operates under the Gayatri Devi Singh Siksha Sansthan. | Asians Institute of Technology (AIT) offers undergraduate degree programs in the field of engineering. Students can opt to pursue a four-year full-time B. Tech degree in Mechanical, Civil, Electrical, and Computer Science and Engineering disciplines."
461,Bhoj Reddy Engineering College for Women,"Bhoj Reddy Engineering College is located in the city of Hyderabad. It was established in the year 1997. The institute is affiliated to Jawaharlal Nehru Technological University, Hyderabad (JNTUH). At present, the institute offers B.Tech program at UG level in four disciplines and MBA program at the PG level."
462,Budge Budge Institute of Technology - [BBIT],"Budge Budge Institute of Technology was established in the year 2009. It is affiliated to Maulana Abul Kalam Azad University of Technology (MAKAUT) and Kolkata State Council of Technical & Vocational Education & Skill Development (WBSCTVESD). BBIT offers various Undergraduate and Postgraduate programs under the disciplines of Engineering and Management. At UG level, the institute offers a B.Tech. under six specializations. B.Tech. aspirants must possess a 10+2 qualification with a minimum of 45% marks in PCM. | For the purpose of admission to B.Tech. Program, students must possess a valid scorecard of the West Bengal Joint Entrance Examination (WBJEE) or JEE Main entrance examination. For B.Tech (Lateral), a candidate who have passed Diploma examination in Engineering/Technology with 45% aggregate marks or B.Sc. with at least 45% marks and Mathematics as a subject. Admission to B.Tech (Lateral) is done on the basis of the JELET examination."
463,Calcutta Institute of Technology - [CIT],"Calcutta Institute of Technology has an excellent learning environment for students who wish to pursue diploma, graduation and post-graduation in various fields of technical education."
464,Camellia Institute of Technology - [CIT],"Camellia Institute of Technology is a private Institution located in Kolkata. The institute is affiliated to Maulana Abul Kalam Azad University of Technology (MAKAUT), West Bengal. Camellia Institute of Technology offers B.Tech in 6 specializations, B.Tech Lateral Entry and Diploma courses."
465,City Engineering College - [CEC],"City Engineering College Bangalore, Bangalore is a private engineering college located in Bangalore, Karnataka. It is affiliated to Visvesvaraya Technological University (VTU), Belgaum, recognised by Govt. of Karnataka & Approved by AICTE, Govt. of India. It was established in 2001. | The Institution believes in providing High Quality Education to the Students using necessary quality benchmarks in the area of Faculty Recruitment, Development and Student Learning process through sustained efforts."
466,Dream Institute of Technology,"Dream Institute of Technology is a Kolkata based private engineering college. The college has three engineering courses to offer with 5 streams in B.Tech & B.Tech lateral, and 2 streams in M.Tech. Besides, it provides non-engineering courses too. The admission to the Dream Institute of Technology is a piquant process. The basic eligibility is merit-based and the admissions are accepted based on entrance examinations. | Dream Institute of Technology is a Maulana Abul Kalam Azad University of Technology (MAKAUT) affiliated college. All the courses that the college offers are approved by AICTE. This is a private technical institute established in 2006. DIT is one of the best engineering colleges in South Kolkata."
467,Jaya Engineering College - [JEC],"Jaya Engineering College (JEC) is located in Chennai, Tamil Nadu. The college is affiliated to Anna University, Chennai. JEC is known for its BE/ B.Tech degree courses under UG Programme along with MCA, MBA and ME/ M.Tech as post-graduate courses."
468,KLN College of Engineering - [KLNCE],KLN College of Engineering is a private AICTE recognized college which is affiliated to Anna University. It follows the guidelines set by Anna University for admission and counseling.
469,Kamaraj College of Engineering and Technology - [KCET],"Kamaraj College of Engineering and Technology was established in the year 1998. It is a self-financed institute and is situated in Virudhunagar, in the Madurai District of Tamil Nadu. | Kamaraj College is affiliated to Anna University, Chennai and offers admissions in multiple specializations under various Undergraduate (B.E/B.Tech) and Postgraduate (M.E/M.Tech). There are around 840 seats available for UG courses and around 126 seats available for PG courses."
470,MCKV Institute of Engineering - [MCKVIE],"MCKV Institute of Engineering is affiliated to the West Bengal University of Technology, Kolkata. It was established in the year 1999 and is located in the city of Howrah, West Bengal. It is NAAC Accredited with a grade “A”. The AICTE approved institute offers admission to the B.Tech, MBA and M.Tech courses."
471,Mahakal Institute of Technology - [MIT],"Mahakal Institute of Technology (MIT), Ujjain is affiliated to Rajiv Gandhi Proudyogiki Vishwavidyalaya (RGPV) has been ranked #1 in IIRF Ranking in Engineering in Indore/Ujjain Zone 2019. | The institute is known to have an experience of 18 years in the field of academics with more than 300 technically and professionally qualified faculty."
