Serial No.,College Name,Course,Fees,Eligibility,Application Date
195,Shobhit University,"B.Tech
4 Courses",1.1 Lakhs (1st Year Fees),10+2 with 50% + JEE,31 July - 15 Sept 2024
195,Shobhit University,"MBA
10 Courses",1.3 Lakhs (1st Year Fees),Graduation with 50% + CAT,15 Sept 2024
195,Shobhit University,"M.Sc
12 Courses","50,000 (1st Year Fees)",Graduation,15 Sept 2024
195,Shobhit University,"B.Sc {Hons.}
1 Course","70,000 (1st Year Fees)",10+2 with CUET UG,15 Sept 2024
195,Shobhit University,"BBA
7 Courses","70,000 - 80,000 (1st Year Fees)",10+2 with CUET UG,31 July - 15 Sept 2024
196,Sri Sri University - [SSU],"B.Tech
8 Courses",1.2 Lakhs - 1.8 Lakhs (1st Year Fees),10+2 with 45%,31 Mar - 20 Aug 2024
196,Sri Sri University - [SSU],"B.Sc {Hons.}
8 Courses","74,000 - 1.73 Lakhs (1st Year Fees)",10+2 with 50%,31 Mar - 15 Jul 2024
196,Sri Sri University - [SSU],"B.Sc (Nursing)
1 Course",1.2 Lakhs (1st Year Fees),10+2 with 50%,31 Mar - 15 Jul 2024
196,Sri Sri University - [SSU],"MBA
3 Courses",2.25 Lakhs - 3.65 Lakhs (1st Year Fees),Graduation with 50% + CAT,31 Mar - 15 Jul 2024
196,Sri Sri University - [SSU],"M.Sc
12 Courses","70,000 - 3.6 Lakhs (1st Year Fees)",Graduation,31 Mar - 15 Jul 2024
197,Garden City University - [GCU],"B.Sc
16 Courses","93,100 - 1.57 Lakhs (1st Year Fees)",10+2,31 May 2024
197,Garden City University - [GCU],"M.Sc
12 Courses","94,500 - 1.63 Lakhs (1st Year Fees)",Graduation,31 May 2024
197,Garden City University - [GCU],"B.Tech
8 Courses",3.33 Lakhs (1st Year Fees),10+2,24 May - 17 Jun 2024
197,Garden City University - [GCU],"BBA
5 Courses",1 Lakh - 1.22 Lakhs (1st Year Fees),10+2,31 May 2024
197,Garden City University - [GCU],"MBA
4 Courses",2.63 Lakhs (1st Year Fees),Graduation with 50%,27 May - 17 Jun 2024
198,Madras Institute of Technology- [MIT],"BE
10 Courses","47,700 - 53,700 (1st Year Fees)",10+2 with 50% + TNEA,6 May - 11 Jun 2024
198,Madras Institute of Technology- [MIT],"B.Tech
3 Courses","47,700 (1st Year Fees)",10+2 with 50% + TNEA,6 May - 11 Jun 2024
198,Madras Institute of Technology- [MIT],"M.Tech
2 Courses","56,760 (1st Year Fees)",Graduation with 50% + GATE,15 Apr - 14 May 2024
198,Madras Institute of Technology- [MIT],"M.Sc
2 Courses","51,760 (1st Year Fees)",Graduation with 60%,-
198,Madras Institute of Technology- [MIT],"ME
12 Courses","56,760 - 63,260 (1st Year Fees)",Graduation with 50% + GATE,15 Apr - 14 May 2024
199,Malla Reddy College of Engineering - [MRCE],"B.Tech
9 Courses","83,000 (1st Year Fees)",10+2 with 45% + TS EAMCET,3 Mar - 02 May 2024
199,Malla Reddy College of Engineering - [MRCE],"M.Tech
6 Courses","60,000 (1st Year Fees)",Graduation with 50% + TSPGECET,-
199,Malla Reddy College of Engineering - [MRCE],"B.Tech {Lateral}
7 Courses","80,000 (1st Year Fees)",10+3 with 45% + TS ECET,-
199,Malla Reddy College of Engineering - [MRCE],"MBA
1 Course","27,000 (1st Year Fees)",Graduation with 50% + TSICET,-
200,Indus University,"B.Tech
13 Courses",1.01 Lakhs - 1.8 Lakhs (1st Year Fees),10+2 with 45% + GUJCET,15 Aug 2024
200,Indus University,"M.Sc
6 Courses","35,000 - 1.25 Lakhs (1st Year Fees)",Graduation,15 Aug 2024
200,Indus University,"BCA
1 Course","55,000 (1st Year Fees)",10+2,15 Aug 2024
200,Indus University,"MBA
6 Courses","85,000 (1st Year Fees)",Graduation with 50%,21 June - 15 Aug 2024
200,Indus University,"BBA
2 Courses","55,000 - 85,000 (1st Year Fees)",10+2 with 50%,15 Aug 2024
201,Academy of Maritime Education and Training University - [AMET],"BE
7 Courses",1.25 Lakhs - 3.54 Lakhs (1st Year Fees),10+2,24 Jan - 07 Jun 2024
201,Academy of Maritime Education and Training University - [AMET],"B.Sc
7 Courses","55,000 - 4.14 Lakhs (1st Year Fees)",10+2,24 Jan - 07 Jun 2024
201,Academy of Maritime Education and Training University - [AMET],"Certification
4 Courses",1.98 Lakhs (Total Fees),10+2,24 Jan - 07 Jun 2024
201,Academy of Maritime Education and Training University - [AMET],"MBA
2 Courses",3.1 Lakhs (1st Year Fees),Graduation with 50%,24 Jan - 21 Jun 2024
201,Academy of Maritime Education and Training University - [AMET],"ME
4 Courses","40,000 (1st Year Fees)",Graduation,24 Jan - 21 Jun 2024
202,IFTM University,"B.Tech
7 Courses",1.07 Lakhs (1st Year Fees),10+2,15 Aug 2024
202,IFTM University,"B.Sc
9 Courses","28,000 - 58,000 (1st Year Fees)",10+2,15 Aug 2024
202,IFTM University,"Ph.D
24 Courses","75,000 (1st Year Fees)",Post Graduation,-
202,IFTM University,"MBA
7 Courses",1.22 Lakhs (1st Year Fees),Graduation with 50% + CAT,15 Aug 2024
202,IFTM University,"BCA
1 Course","52,000 (1st Year Fees)",10+2,15 Aug 2024
203,Marwadi University - [MU],"B.Tech
10 Courses",1.15 Lakhs - 1.25 Lakhs (1st Year Fees),10+2,1 Apr - 03 Jul 2024
203,Marwadi University - [MU],"B.Sc
4 Courses","60,000 - 70,000 (1st Year Fees)",10+2,30 June 2024
203,Marwadi University - [MU],"Polytechnic
7 Courses","62,000 - 70,000 (1st Year Fees)",10th,30 June 2024
203,Marwadi University - [MU],"MBA
2 Courses",1.1 Lakhs - 1.5 Lakhs (1st Year Fees),Graduation,21 June - 11 Jul 2024
203,Marwadi University - [MU],"M.Sc
8 Courses","70,000 - 85,000 (1st Year Fees)",Graduation,30 June 2024
204,Glocal University,"B.Tech
10 Courses","95,000 - 1.3 Lakhs (1st Year Fees)",10+2 + JEE Main,no data found
204,Glocal University,"B.Sc
8 Courses","60,000 (1st Year Fees)",10+2,no data found
204,Glocal University,"Polytechnic
7 Courses","35,000 (1st Year Fees)",10th,no data found
204,Glocal University,"MBA
8 Courses",1.2 Lakhs - 3 Lakhs (1st Year Fees),Graduation,no data found
204,Glocal University,"B.Sc (Nursing)
1 Course","60,000 (1st Year Fees)",10+2,no data found
205,Indraprastha Institute of Technology and Management - [IITM],"B.Tech
2 Courses",1.25 Lakhs (1st Year Fees),10+2,31 July 2024
205,Indraprastha Institute of Technology and Management - [IITM],"BCA
1 Course",1.15 Lakhs (1st Year Fees),10+2 with 45%,31 July 2024
205,Indraprastha Institute of Technology and Management - [IITM],"BBA
1 Course",1.15 Lakhs (1st Year Fees),10+2 with 45%,31 July 2024
205,Indraprastha Institute of Technology and Management - [IITM],"B.Tech {Lateral}
1 Course",1.25 Lakhs (1st Year Fees),Diploma,-
206,SAGE University,"MBA
15 Courses","60,000 - 5 Lakhs (1st Year Fees)",Graduation with 50%,-
206,SAGE University,"B.Tech
7 Courses","65,000 - 1.1 Lakhs (1st Year Fees)",10+2,-
206,SAGE University,"B.Sc
8 Courses","40,000 - 3.5 Lakhs (1st Year Fees)",10+2 with 50%,1 Aug - 31 Mar 2024
206,SAGE University,"BBA
20 Courses",3.5 Lakhs (1st Year Fees),10+2 with 50%,-
206,SAGE University,"BCA
1 Course",1 Lakh (1st Year Fees),10+2,-
207,YBN University - [YBN],"B.Tech
12 Courses","64,500 - 69,600 (1st Year Fees)",10 + 2 with JEE Mains,no data found
207,YBN University - [YBN],"B.Sc
38 Courses","8,600 - 49,600 (1st Year Fees)",10 + 2,no data found
