Serial No.,College Name,Course Name,Cutoff Mark
379,CMR Engineering College - [CMREC],"B.Tech Computer Science Engineering
Compare",40920
379,CMR Engineering College - [CMREC],"B.Tech Artificial Intelligence and Machine Learning
Compare",41822
379,CMR Engineering College - [CMREC],"B.Tech Data Science
Compare",42691
379,CMR Engineering College - [CMREC],"B.Tech Electronics & Communication Engineering
Compare",49278
380,Lingaya's Vidyapeeth,B.Pharm,2277
380,Lingaya's Vidyapeeth,B.Tech Computer Science Engineering,738392
380,Lingaya's Vidyapeeth,B.Tech Mechanical Engineering,-
381,Matrusri Engineering College,"BE Computer Science and Engineering
Compare",18022
381,Matrusri Engineering College,"BE Data Science
Compare",19100
381,Matrusri Engineering College,"BE (Information Technology)
Compare",23380
381,Matrusri Engineering College,"BE Computer Engineering
Compare",29583
381,Matrusri Engineering College,"BE Electrical and Electronics Engineering
Compare",77722
381,Matrusri Engineering College,"BE Civil Engineering
Compare",88372
381,Matrusri Engineering College,"BE Mechanical Engineering
Compare",122141
381,Matrusri Engineering College,"BE Electronics & Communication Engineering
Compare",141219
382,Vemana Institute of Technology,BE Computer Science and Engineering,47383
382,Vemana Institute of Technology,BE Artificial Intelligence & Machine Learning,51544
382,Vemana Institute of Technology,BE Data Science,58872
382,Vemana Institute of Technology,BE Information Science & Engineering,63676
382,Vemana Institute of Technology,BE Electronics & Communication Engineering,75786
382,Vemana Institute of Technology,BE Civil Engineering,44296
382,Vemana Institute of Technology,BE Computer Science and Engineering,59924
382,Vemana Institute of Technology,BE Artificial Intelligence & Machine Learning,61806
382,Vemana Institute of Technology,BE Data Science,70650
382,Vemana Institute of Technology,BE Electronics & Communication Engineering,84548
383,SRM University Delhi NCR,"B.Sc Hospitality and Hotel Administration
Compare",9895
383,SRM University Delhi NCR,"MBA
Compare",67
383,SRM University Delhi NCR,"MBA
Compare",70
383,SRM University Delhi NCR,"MBA
Compare",70
384,SRM University Sikkim,No data found,No data found
385,The Northcap University - [NCU],"MBA Business Analytics
Compare",50
385,The Northcap University - [NCU],"MBA Finance
Compare",50
385,The Northcap University - [NCU],"MBA Human Resource Management
Compare",50
385,The Northcap University - [NCU],"MBA Marketing
Compare",50
385,The Northcap University - [NCU],"MBA Business Analytics
Compare",59
385,The Northcap University - [NCU],"MBA Finance
Compare",59
385,The Northcap University - [NCU],"MBA Human Resource Management
Compare",59
385,The Northcap University - [NCU],"MBA Marketing
Compare",59
385,The Northcap University - [NCU],"MBA Business Analytics
Compare",50
385,The Northcap University - [NCU],"MBA Finance
Compare",50
385,The Northcap University - [NCU],"MBA Human Resource Management
Compare",50
385,The Northcap University - [NCU],"MBA Marketing
Compare",50
386,LNCT University - [LNCTU],No data found,No data found
387,Jaipur Engineering College and Research Centre,No data found,No data found
388,Avantika University,No data found,No data found
389,Dayananda Sagar University - [DSU],"B.Tech Aerospace Engineering
Compare",21178
389,Dayananda Sagar University - [DSU],"B.Tech Computer Science Engineering
Compare",26325
389,Dayananda Sagar University - [DSU],"B.Tech Artificial Intelligence and Machine Learning
Compare",27110
389,Dayananda Sagar University - [DSU],"B.Tech Data Science
Compare",29497
389,Dayananda Sagar University - [DSU],"B.Tech Electronics & Communication Engineering
Compare",30053
389,Dayananda Sagar University - [DSU],"MCA
Compare",1411
389,Dayananda Sagar University - [DSU],"MBA Business Analytics
Compare",1458
389,Dayananda Sagar University - [DSU],"MBA Entrepreneurship
Compare",1458
389,Dayananda Sagar University - [DSU],"MBA Information Technology & Systems Management
Compare",1458
389,Dayananda Sagar University - [DSU],"MBA Artificial Intelligence
Compare",1458
389,Dayananda Sagar University - [DSU],"B.Tech Aerospace Engineering
Compare",14904
389,Dayananda Sagar University - [DSU],"B.Tech Robotics Engineering
Compare",18575
389,Dayananda Sagar University - [DSU],"B.Tech Electronics & Communication Engineering
Compare",20129
390,C. U. Shah University,No data found,No data found
391,Techno Main Salt Lake,"B.Tech Computer Science Engineering
Compare",5974
391,Techno Main Salt Lake,"B.Tech Artificial Intelligence and Machine Learning
Compare",9094
391,Techno Main Salt Lake,"B.Tech Information Technology
Compare",9833
391,Techno Main Salt Lake,"B.Tech Data Science
Compare",10341
391,Techno Main Salt Lake,"B.Tech Cyber Security
Compare",11733
391,Techno Main Salt Lake,"B.Tech Computer Science Engineering
Compare",5974
391,Techno Main Salt Lake,"B.Tech Artificial Intelligence and Machine Learning
Compare",9094
391,Techno Main Salt Lake,"B.Tech Information Technology
Compare",9833
391,Techno Main Salt Lake,"B.Tech Data Science
Compare",10341
391,Techno Main Salt Lake,"B.Tech Cyber Security
Compare",11733
391,Techno Main Salt Lake,"B.Tech (Lateral) Computer Science & Engineering
Compare",1108
391,Techno Main Salt Lake,"B.Tech (Lateral) Information Technology
Compare",2177
391,Techno Main Salt Lake,"B.Tech {Lateral} Artificial Intelligence and Machine Learning
Compare",3012
391,Techno Main Salt Lake,"B.Tech {Lateral} Data Science
Compare",3784
391,Techno Main Salt Lake,"B.Tech (Lateral) Electronics & Communication Engineering
Compare",4055
391,Techno Main Salt Lake,"MCA
Compare",674
392,P.P. Savani University,B.Tech (Lateral) Computer Science & Engineering,14665
392,P.P. Savani University,B.Tech Computer Engineering,16952
392,P.P. Savani University,B.Tech Information Technology,22579
392,P.P. Savani University,B.Tech Civil Engineering,27263
392,P.P. Savani University,B.Tech Artificial Intelligence and Machine Learning,27381
392,P.P. Savani University,B.Tech (Lateral) Computer Science & Engineering,14665
392,P.P. Savani University,B.Tech Computer Engineering,16952
392,P.P. Savani University,B.Tech Information Technology,22579
392,P.P. Savani University,B.Tech Civil Engineering,27263
392,P.P. Savani University,B.Tech Artificial Intelligence and Machine Learning,27381
392,P.P. Savani University,B.Tech Mechanical Engineering,16807
392,P.P. Savani University,B.Tech Artificial Intelligence and Machine Learning,18778
392,P.P. Savani University,B.Tech Computer Science Engineering,22462
392,P.P. Savani University,B.Tech Information Technology & Engineering,24408
392,P.P. Savani University,B.Tech Information Technology,25016
392,P.P. Savani University,BHMS,10457
393,VIT University - [VIT- AP],"B.Tech Electronics & Communication Engineering
Compare",3413
393,VIT University - [VIT- AP],"B.Tech Cyber Security
Compare",4899
393,VIT University - [VIT- AP],"B.Tech Data Analytics
Compare",5160
393,VIT University - [VIT- AP],"B.Tech Blockchain
Compare",5418
393,VIT University - [VIT- AP],"B.Tech VLSI Design
Compare",6470
393,VIT University - [VIT- AP],"B.Tech Computer Science Engineering
Compare",40000
393,VIT University - [VIT- AP],"B.Tech Electronics & Communication Engineering
Compare",80000
394,Usha Martin University - [UMU],No data found,No data found
395,Sangai International University - [SIU],No data found,No data found
396,Pranveer Singh Institute of Technology - [PSIT],"MCA
Compare",15379
396,Pranveer Singh Institute of Technology - [PSIT],"B.Tech Computer Science Engineering
Compare",336855
396,Pranveer Singh Institute of Technology - [PSIT],"B.Tech Artificial Intelligence and Machine Learning
Compare",362831
396,Pranveer Singh Institute of Technology - [PSIT],"B.Tech Artificial Intelligence
Compare",445282
396,Pranveer Singh Institute of Technology - [PSIT],"B.Tech Information Technology
Compare",451327
396,Pranveer Singh Institute of Technology - [PSIT],"B.Tech Computer Science Engineering
Compare",336855
396,Pranveer Singh Institute of Technology - [PSIT],"B.Tech Artificial Intelligence and Machine Learning
Compare",362831
396,Pranveer Singh Institute of Technology - [PSIT],"B.Tech Artificial Intelligence
Compare",445282
396,Pranveer Singh Institute of Technology - [PSIT],"B.Tech Information Technology
Compare",451327
396,Pranveer Singh Institute of Technology - [PSIT],"B.Tech Data Science
Compare",505221
396,Pranveer Singh Institute of Technology - [PSIT],"B.Tech Computer Science Engineering
Compare",192138
396,Pranveer Singh Institute of Technology - [PSIT],"B.Tech Information Technology
Compare",516897
396,Pranveer Singh Institute of Technology - [PSIT],"B.Tech Cyber Security
Compare",818777
396,Pranveer Singh Institute of Technology - [PSIT],"B.Tech Internet of Things
Compare",855001
396,Pranveer Singh Institute of Technology - [PSIT],"B.Tech Artificial Intelligence and Machine Learning
Compare",-
397,Rama University,M.B.B.S.,299988
398,Birla Institute of Technology - [BIT],No data found,No data found
399,Institute of Advanced Studies in Education - [IASE University],No data found,No data found
400,Jayoti Vidyapeeth Women's University - [JVWU],No data found,No data found
401,Anurag College of Engineering - [ACE],"B.Tech Computer Science Engineering
Compare",56327
401,Anurag College of Engineering - [ACE],"B.Tech Computer Science and Engineering (Artificial Intelligence & Machine Learning)
Compare",71523
401,Anurag College of Engineering - [ACE],"B.Tech Information Technology
Compare",73527
401,Anurag College of Engineering - [ACE],"B.Tech Electronics & Communication Engineering
Compare",102362
401,Anurag College of Engineering - [ACE],"B.Tech Electrical and Electronics Engineering
Compare",115464
401,Anurag College of Engineering - [ACE],"B.Tech Civil Engineering
Compare",159195
402,Agni College of Technology,B.Tech Information Technology,12728
402,Agni College of Technology,B.Tech Artificial Intelligence and Data Science,21366
402,Agni College of Technology,BE Computer Science and Engineering,22553
402,Agni College of Technology,BE Electronics & Communication Engineering,22943
402,Agni College of Technology,B.Tech Chemical Engineering,24424
402,Agni College of Technology,BE Biomedical Engineering,-
402,Agni College of Technology,BE Electrical and Electronics Engineering,-
402,Agni College of Technology,BE Mechanical Engineering,-
402,Agni College of Technology,BE Mechatronics Engineering,-
402,Agni College of Technology,BE Civil Engineering,-
403,Bengal College of Engineering and Technology - [BCET],"B.Tech Computer Science and Engineering (Artificial Intelligence & Machine Learning)
Compare",56482
403,Bengal College of Engineering and Technology - [BCET],"B.Tech Computer Science Engineering
Compare",91633
403,Bengal College of Engineering and Technology - [BCET],"B.Tech Computer Science and Engineering - Data Science
Compare",95847
403,Bengal College of Engineering and Technology - [BCET],"B.Tech Mechanical Engineering
Compare",99174
403,Bengal College of Engineering and Technology - [BCET],"B.Tech Electronics & Communication Engineering
Compare",105340
403,Bengal College of Engineering and Technology - [BCET],"B.Tech Computer Science and Engineering (Artificial Intelligence & Machine Learning)
Compare",56482
403,Bengal College of Engineering and Technology - [BCET],"B.Tech Computer Science Engineering
Compare",91633
403,Bengal College of Engineering and Technology - [BCET],"B.Tech Computer Science and Engineering - Data Science
Compare",95847
403,Bengal College of Engineering and Technology - [BCET],"B.Tech Mechanical Engineering
Compare",99174
403,Bengal College of Engineering and Technology - [BCET],"B.Tech Electronics & Communication Engineering
Compare",105340
403,Bengal College of Engineering and Technology - [BCET],"B.Tech (Lateral) Electrical Engineering
Compare",4974
403,Bengal College of Engineering and Technology - [BCET],"B.Tech {Lateral} Artificial Intelligence and Machine Learning
Compare",5193
403,Bengal College of Engineering and Technology - [BCET],"B.Tech (Lateral) Electronics & Communication Engineering
Compare",7345
403,Bengal College of Engineering and Technology - [BCET],"B.Tech (Lateral) Computer Science & Engineering
Compare",7424
403,Bengal College of Engineering and Technology - [BCET],"B.Tech (Lateral) Mechanical Engineering
Compare",7911
404,Chandigarh Engineering College - [CEC] Landran,No data found,No data found
405,Delhi Technical Campus - [DTC],B.Tech Electronics & Communication Engineering,608362
406,Dr. B.C. Roy Engineering College - [BCREC],"B.Tech Computer Science Engineering
Compare",39210
406,Dr. B.C. Roy Engineering College - [BCREC],"B.Tech Artificial Intelligence and Machine Learning
Compare",51829
406,Dr. B.C. Roy Engineering College - [BCREC],"B.Tech Information Technology
Compare",53914
406,Dr. B.C. Roy Engineering College - [BCREC],"B.Tech Data Science
Compare",70424
406,Dr. B.C. Roy Engineering College - [BCREC],"B.Tech Cyber Security
Compare",87790
406,Dr. B.C. Roy Engineering College - [BCREC],"B.Tech Computer Science Engineering
Compare",39210
406,Dr. B.C. Roy Engineering College - [BCREC],"B.Tech Artificial Intelligence and Machine Learning
Compare",51829
406,Dr. B.C. Roy Engineering College - [BCREC],"B.Tech Information Technology
Compare",53914
406,Dr. B.C. Roy Engineering College - [BCREC],"B.Tech Data Science
Compare",70424
406,Dr. B.C. Roy Engineering College - [BCREC],"B.Tech Cyber Security
Compare",87790
406,Dr. B.C. Roy Engineering College - [BCREC],"B.Tech {Lateral} Artificial Intelligence and Machine Learning
Compare",1684
406,Dr. B.C. Roy Engineering College - [BCREC],"B.Tech {Lateral} Data Science
Compare",3134
406,Dr. B.C. Roy Engineering College - [BCREC],"B.Tech (Lateral) Computer Science & Engineering
Compare",5650
406,Dr. B.C. Roy Engineering College - [BCREC],"B.Tech (Lateral) Electrical Engineering
Compare",6377
406,Dr. B.C. Roy Engineering College - [BCREC],"B.Tech (Lateral) Civil Engineering
Compare",6774
406,Dr. B.C. Roy Engineering College - [BCREC],"MCA
Compare",4095
407,Erode Sengunthar Engineering College,B.Tech Artificial Intelligence and Data Science,1782
407,Erode Sengunthar Engineering College,BE Agricultural Engineering,2569
407,Erode Sengunthar Engineering College,BE Computer Science and Engineering,3964
407,Erode Sengunthar Engineering College,BE Electrical and Electronics Engineering,-
407,Erode Sengunthar Engineering College,BE Electronics and Instrumentation Engineering,-
407,Erode Sengunthar Engineering College,MCA,2420
408,Geethanjali College of Engineering and Technology - [GCET] Keesara,"B.Tech Computer Science Engineering
Compare",17435
408,Geethanjali College of Engineering and Technology - [GCET] Keesara,"B.Tech Artificial Intelligence and Machine Learning
Compare",18912
408,Geethanjali College of Engineering and Technology - [GCET] Keesara,"B.Tech Data Science
Compare",19692
408,Geethanjali College of Engineering and Technology - [GCET] Keesara,"B.Tech Electronics & Communication Engineering
Compare",28544
408,Geethanjali College of Engineering and Technology - [GCET] Keesara,"B.Tech Electrical and Electronics Engineering
Compare",61625
408,Geethanjali College of Engineering and Technology - [GCET] Keesara,"MBA
Compare",34625
409,IILM University,B.Tech Computer Science Engineering,236514
409,IILM University,B.Tech Biotechnology,-
410,Inderprastha Engineering College - [IPEC],"MCA
Compare",16879
410,Inderprastha Engineering College - [IPEC],"B.Tech Computer Science Engineering
Compare",433857
410,Inderprastha Engineering College - [IPEC],"B.Tech Information Technology
Compare",633129
410,Inderprastha Engineering College - [IPEC],"B.Tech Data Science
Compare",648657
410,Inderprastha Engineering College - [IPEC],"B.Tech Electronics & Communication Engineering
Compare",665515
410,Inderprastha Engineering College - [IPEC],"B.Tech Computer Science Engineering
Compare",433857
410,Inderprastha Engineering College - [IPEC],"B.Tech Information Technology
Compare",633129
410,Inderprastha Engineering College - [IPEC],"B.Tech Data Science
Compare",648657
410,Inderprastha Engineering College - [IPEC],"B.Tech Electronics & Communication Engineering
Compare",665515
410,Inderprastha Engineering College - [IPEC],"B.Tech Mechanical Engineering
Compare",1135832
410,Inderprastha Engineering College - [IPEC],"B.Tech Computer Science Engineering
Compare",300808
410,Inderprastha Engineering College - [IPEC],"B.Tech Mechanical Engineering
Compare",487080
410,Inderprastha Engineering College - [IPEC],"B.Tech Information Technology
Compare",595437
410,Inderprastha Engineering College - [IPEC],"B.Tech Data Science
Compare",636294
410,Inderprastha Engineering College - [IPEC],"B.Tech Electronics & Communication Engineering
Compare",-
411,Kanpur Institute of Technology - [KIT],B.Tech (Lateral) Computer Science & Engineering,2072
411,Kanpur Institute of Technology - [KIT],MCA,13246
411,Kanpur Institute of Technology - [KIT],B.Tech (Lateral) Biotechnology,25966
411,Kanpur Institute of Technology - [KIT],B.Tech Computer Science Engineering,432762
411,Kanpur Institute of Technology - [KIT],B.Tech Information Technology,498945
411,Kanpur Institute of Technology - [KIT],B.Tech Computer Science Engineering,371515
411,Kanpur Institute of Technology - [KIT],B.Tech Electronics & Communication Engineering,573143
411,Kanpur Institute of Technology - [KIT],B.Tech Artificial Intelligence and Machine Learning,666554
411,Kanpur Institute of Technology - [KIT],B.Tech Civil Engineering,-
411,Kanpur Institute of Technology - [KIT],B.Tech Electrical and Electronics Engineering,291803
411,Kanpur Institute of Technology - [KIT],B.Tech Artificial Intelligence and Machine Learning,496687
411,Kanpur Institute of Technology - [KIT],B.Tech Computer Science Engineering,571644
411,Kanpur Institute of Technology - [KIT],B.Tech Electronics & Communication Engineering,798593
411,Kanpur Institute of Technology - [KIT],B.Tech Information Technology,1271985
412,Kashi Institute of Technology - [KIT],MCA,2859
412,Kashi Institute of Technology - [KIT],MBA,10654
412,Kashi Institute of Technology - [KIT],B.Tech Artificial Intelligence and Machine Learning,1034940
412,Kashi Institute of Technology - [KIT],B.Tech Electronics & Communication Engineering,1254247
412,Kashi Institute of Technology - [KIT],B.Tech Computer Science Engineering,1335490
412,Kashi Institute of Technology - [KIT],B.Tech Artificial Intelligence and Machine Learning,1034940
412,Kashi Institute of Technology - [KIT],B.Tech Electronics & Communication Engineering,1254247
412,Kashi Institute of Technology - [KIT],B.Tech Computer Science Engineering,1335490
412,Kashi Institute of Technology - [KIT],B.Tech Civil Engineering,1369403
412,Kashi Institute of Technology - [KIT],B.Tech Electrical and Electronics Engineering,1370825
412,Kashi Institute of Technology - [KIT],B.Tech Computer Science Engineering,873832
413,Lakshmi Narain College of Technology - [LNCT],B.Tech Computer Science Engineering,1332947
413,Lakshmi Narain College of Technology - [LNCT],B.Tech Artificial Intelligence and Machine Learning,1350918
413,Lakshmi Narain College of Technology - [LNCT],B.Tech Artificial Intelligence and Machine Learning,925920
413,Lakshmi Narain College of Technology - [LNCT],B.Tech Computer Science Engineering,1078725
414,Meenakshi Sundararajan Engineering College - [MSEC],"BE Civil Engineering
Compare",24078
414,Meenakshi Sundararajan Engineering College - [MSEC],"BE Computer Science and Engineering
Compare",24953
414,Meenakshi Sundararajan Engineering College - [MSEC],"BE Electronics & Communication Engineering
Compare",25980
414,Meenakshi Sundararajan Engineering College - [MSEC],"B.Tech Artificial Intelligence and Data Science
Compare",26458
414,Meenakshi Sundararajan Engineering College - [MSEC],"B.Tech Information Technology
Compare",-
414,Meenakshi Sundararajan Engineering College - [MSEC],"BE Electrical and Electronics Engineering
Compare",-
414,Meenakshi Sundararajan Engineering College - [MSEC],"BE Mechanical Engineering
Compare",-
415,Nandha Engineering College - [NEC],BE Biomedical Engineering,8788
415,Nandha Engineering College - [NEC],B.Tech Information Technology,10413
415,Nandha Engineering College - [NEC],BE Electronics & Communication Engineering,15585
415,Nandha Engineering College - [NEC],BE Agricultural Engineering,16210
415,Nandha Engineering College - [NEC],B.Tech Artificial Intelligence and Data Science,20718
415,Nandha Engineering College - [NEC],MCA,1770
416,Pragati Engineering College,"B.Tech Artificial Intelligence
Compare",33541
416,Pragati Engineering College,"B.Tech Cyber Security
Compare",34339
416,Pragati Engineering College,"B.Tech Information Technology
Compare",34684
416,Pragati Engineering College,"B.Tech Electronics & Communication Engineering
Compare",37666
416,Pragati Engineering College,"B.Tech Electrical and Electronics Engineering
Compare",53432
416,Pragati Engineering College,"M.Tech CAD/ CAM
Compare",7581
417,Prathyusha Engineering College - [PEC],BE Computer Science and Engineering,81455
417,Prathyusha Engineering College - [PEC],BE Electrical and Electronics Engineering,86537
417,Prathyusha Engineering College - [PEC],B.Tech Information Technology,88815
417,Prathyusha Engineering College - [PEC],BE Electronics & Communication Engineering,95581
417,Prathyusha Engineering College - [PEC],B.Tech Artificial Intelligence and Data Science,98888
417,Prathyusha Engineering College - [PEC],B.Tech Biotechnology,99410
417,Prathyusha Engineering College - [PEC],BE Computer Science and Engineering (Artificial Intelligence and Machine),100290
417,Prathyusha Engineering College - [PEC],BE Cyber Security,101765
417,Prathyusha Engineering College - [PEC],BE Mechanical Engineering,-
418,RCC Institute of Information Technology - [RCCIIT],"B.Tech Computer Science Engineering
Compare",22495
418,RCC Institute of Information Technology - [RCCIIT],"B.Tech Artificial Intelligence and Machine Learning
Compare",30449
418,RCC Institute of Information Technology - [RCCIIT],"B.Tech Information Technology
Compare",38215
418,RCC Institute of Information Technology - [RCCIIT],"B.Tech Electronics & Communication Engineering
Compare",56163
418,RCC Institute of Information Technology - [RCCIIT],"B.Tech Electrical Engineering
Compare",99788
418,RCC Institute of Information Technology - [RCCIIT],"B.Tech Computer Science Engineering
Compare",22495
418,RCC Institute of Information Technology - [RCCIIT],"B.Tech Artificial Intelligence and Machine Learning
Compare",30449
418,RCC Institute of Information Technology - [RCCIIT],"B.Tech Information Technology
Compare",38215
418,RCC Institute of Information Technology - [RCCIIT],"B.Tech Electronics & Communication Engineering
Compare",56163
418,RCC Institute of Information Technology - [RCCIIT],"B.Tech Electrical Engineering
Compare",99788
418,RCC Institute of Information Technology - [RCCIIT],"B.Tech (Lateral) Computer Science & Engineering
Compare",5507
418,RCC Institute of Information Technology - [RCCIIT],"B.Tech (Lateral) Electronics & Communication Engineering
Compare",5740
418,RCC Institute of Information Technology - [RCCIIT],"B.Tech {Lateral} Artificial Intelligence and Machine Learning
Compare",7707
418,RCC Institute of Information Technology - [RCCIIT],"B.Tech (Lateral) Information Technology
Compare",8127
418,RCC Institute of Information Technology - [RCCIIT],"MCA
Compare",1346
419,RMD Engineering College,"BE Computer Science and Engineering
Compare",22558
419,RMD Engineering College,"B.Tech Artificial Intelligence and Machine Learning
Compare",25046
419,RMD Engineering College,"B.Tech Computer Science and Business Systems
Compare",26060
419,RMD Engineering College,"B.Tech Information Technology
Compare",26347
419,RMD Engineering College,"BE Electronics & Communication Engineering
Compare",26357
420,Sambhram Institute of Technology - [SAIT],BE Artificial Intelligence & Machine Learning,68077
420,Sambhram Institute of Technology - [SAIT],BE Computer Science and Engineering,70901
420,Sambhram Institute of Technology - [SAIT],BE Artificial Intelligence and Data Science,73286
420,Sambhram Institute of Technology - [SAIT],BE Cyber Security,79046
420,Sambhram Institute of Technology - [SAIT],BE Information Science & Engineering,81118
420,Sambhram Institute of Technology - [SAIT],MBA Finance,23215
420,Sambhram Institute of Technology - [SAIT],MBA Human Resource Management,23215
420,Sambhram Institute of Technology - [SAIT],MBA Marketing,23215
420,Sambhram Institute of Technology - [SAIT],BE Electronics & Communication Engineering,75166
420,Sambhram Institute of Technology - [SAIT],BE Cyber Security,80325
420,Sambhram Institute of Technology - [SAIT],BE Mechanical Engineering,91276
420,Sambhram Institute of Technology - [SAIT],BE Artificial Intelligence and Data Science,96066
420,Sambhram Institute of Technology - [SAIT],BE Computer Science and Engineering,98982
421,Sphoorthy Engineering College - [SPHN],B.Tech (Lateral) Computer Science & Engineering,51632
421,Sphoorthy Engineering College - [SPHN],B.Tech Artificial Intelligence and Machine Learning,65851
421,Sphoorthy Engineering College - [SPHN],B.Tech Data Science,72000
421,Sphoorthy Engineering College - [SPHN],B.Tech Cyber Security,72847
421,Sphoorthy Engineering College - [SPHN],B.Tech Civil Engineering,150288
422,Sri Eshwar College of Engineering - [SECE],"BE Computer Science and Engineering
Compare",14844
422,Sri Eshwar College of Engineering - [SECE],"BE Artificial Intelligence & Machine Learning
Compare",15652
422,Sri Eshwar College of Engineering - [SECE],"B.Tech Computer Science and Business Systems
Compare",20164
422,Sri Eshwar College of Engineering - [SECE],"B.Tech Information Technology
Compare",22321
422,Sri Eshwar College of Engineering - [SECE],"BE Computer and Communication Engineering
Compare",22360
422,Sri Eshwar College of Engineering - [SECE],"B.Tech Artificial Intelligence and Data Science
Compare",24350
422,Sri Eshwar College of Engineering - [SECE],"BE Mechanical Engineering
Compare",25832
422,Sri Eshwar College of Engineering - [SECE],"BE Electrical and Electronics Engineering
Compare",25925
422,Sri Eshwar College of Engineering - [SECE],"BE Electronics & Communication Engineering
Compare",25988
423,SJB Institute of Technology - [SJBIT],"B.Tech Computer Science Engineering
Compare",19801
423,SJB Institute of Technology - [SJBIT],"B.Tech Artificial Intelligence and Machine Learning
Compare",21616
423,SJB Institute of Technology - [SJBIT],"B.Tech Information Science & Engineering
Compare",22770
423,SJB Institute of Technology - [SJBIT],"B.Tech Data Science
Compare",23274
423,SJB Institute of Technology - [SJBIT],"B.Tech Electronics & Communication Engineering
Compare",28866
423,SJB Institute of Technology - [SJBIT],"B.Tech Computer Science Engineering
Compare",20283
423,SJB Institute of Technology - [SJBIT],"B.Tech Artificial Intelligence and Machine Learning
Compare",22194
423,SJB Institute of Technology - [SJBIT],"B.Tech Data Science
Compare",22396
423,SJB Institute of Technology - [SJBIT],"B.Tech Information Science & Engineering
Compare",26002
423,SJB Institute of Technology - [SJBIT],"B.Tech Electronics & Communication Engineering
Compare",29533
423,SJB Institute of Technology - [SJBIT],"MCA
Compare",3027
423,SJB Institute of Technology - [SJBIT],"M.Tech Structural Engineering
Compare",3035
423,SJB Institute of Technology - [SJBIT],"M.Tech Computer Aided Design of Structures CADS
Compare",4939
423,SJB Institute of Technology - [SJBIT],"MBA
Compare",5229
424,The Oxford College of Engineering,BE Computer Science and Engineering,30328
424,The Oxford College of Engineering,BE Artificial Intelligence & Machine Learning,30566
424,The Oxford College of Engineering,BE Information Science & Engineering,36224
424,The Oxford College of Engineering,BE Electronics & Communication Engineering,43951
424,The Oxford College of Engineering,BE Biotechnology,51414
424,The Oxford College of Engineering,MCA,3387
424,The Oxford College of Engineering,M.Tech Structural Engineering,4645
424,The Oxford College of Engineering,M.Tech. Artificial Intelligence and Machine Learning,5705
424,The Oxford College of Engineering,M.Tech Cyber Security,5728
424,The Oxford College of Engineering,M.Tech Power Electronics,5956
424,The Oxford College of Engineering,BE Computer Science and Engineering,15112
424,The Oxford College of Engineering,BE Information Science & Engineering,18189
424,The Oxford College of Engineering,BE Biotechnology,22998
424,The Oxford College of Engineering,BE Electronics & Communication Engineering,29022
424,The Oxford College of Engineering,BE Electrical and Electronics Engineering,40707
425,Bhilai Institute of Technology - [BITR],B.Tech Computer Science Engineering,46.306
425,Bhilai Institute of Technology - [BITR],B.Tech Mechanical Engineering,40.449
425,Bhilai Institute of Technology - [BITR],B.Tech Civil Engineering,31.204
425,Bhilai Institute of Technology - [BITR],B.Tech Electrical and Electronics Engineering,27.204
425,Bhilai Institute of Technology - [BITR],B.Tech Artificial Intelligence and Machine Learning,-
425,Bhilai Institute of Technology - [BITR],B.Tech Electrical and Electronics Engineering,4683
425,Bhilai Institute of Technology - [BITR],B.Tech Mechanical Engineering,4691
425,Bhilai Institute of Technology - [BITR],B.Tech Civil Engineering,4865
426,Jaipur Engineering College - [JEC],No data found,No data found
427,Vidyavardhaka College of Engineering - [VVCE],"BE Computer Science and Engineering
Compare",16185
427,Vidyavardhaka College of Engineering - [VVCE],"BE Information Science & Engineering
Compare",19847
427,Vidyavardhaka College of Engineering - [VVCE],"BE Artificial Intelligence & Machine Learning
Compare",19957
427,Vidyavardhaka College of Engineering - [VVCE],"BE Electronics & Communication Engineering
Compare",22946
427,Vidyavardhaka College of Engineering - [VVCE],"BE Electrical and Electronics Engineering
Compare",32753
427,Vidyavardhaka College of Engineering - [VVCE],"MBA Banking & Insurance
Compare",4401
427,Vidyavardhaka College of Engineering - [VVCE],"MBA Business Analytics
Compare",4401
427,Vidyavardhaka College of Engineering - [VVCE],"MBA Project Management
Compare",4401
427,Vidyavardhaka College of Engineering - [VVCE],"MBA Finance
Compare",4401
427,Vidyavardhaka College of Engineering - [VVCE],"MBA Marketing
Compare",4401
427,Vidyavardhaka College of Engineering - [VVCE],"BE Computer Science and Engineering
Compare",27836
427,Vidyavardhaka College of Engineering - [VVCE],"BE Artificial Intelligence & Machine Learning
Compare",30879
427,Vidyavardhaka College of Engineering - [VVCE],"BE Information Science & Engineering
Compare",33615
427,Vidyavardhaka College of Engineering - [VVCE],"BE Electronics & Communication Engineering
Compare",37389
427,Vidyavardhaka College of Engineering - [VVCE],"BE Electrical and Electronics Engineering
Compare",39005
428,Vidya Jyothi Institute of Technology - [VJIT],"B.Tech Computer Science and Engineering (Artificial Intelligence & Machine Learning)
Compare",20423
428,Vidya Jyothi Institute of Technology - [VJIT],"B.Tech Data Science
Compare",21363
428,Vidya Jyothi Institute of Technology - [VJIT],"B.Tech Information Technology
Compare",25282
428,Vidya Jyothi Institute of Technology - [VJIT],"B.Tech Electronics & Communication Engineering
Compare",37127
428,Vidya Jyothi Institute of Technology - [VJIT],"B.Tech Computer Science Engineering
Compare",50305
428,Vidya Jyothi Institute of Technology - [VJIT],"MBA Finance
Compare",31706
